time,count,top_words
Fri Sep 07 16:00:00 UTC 2012,77,immer=2_tarte=2_تِحب=2_mercure=2_jefe=2
Fri Sep 07 17:00:00 UTC 2012,81,اكثر=3_sempre=3_على=3
Fri Sep 07 18:00:00 UTC 2012,101,usa=3
Fri Sep 07 19:00:00 UTC 2012,71,على=3
Fri Sep 07 20:00:00 UTC 2012,142,miss=11
Fri Sep 07 21:00:00 UTC 2012,148,nerven=5
Fri Sep 07 22:00:00 UTC 2012,162,nich=4_sil=4_مثل=4_vale=4
Fri Sep 07 23:00:00 UTC 2012,86,bla=4
Sat Sep 08 00:00:00 UTC 2012,69,flausch=3_ana=3_left=3
Sat Sep 08 01:00:00 UTC 2012,46,الحب=4_والشوق=4
Sat Sep 08 02:00:00 UTC 2012,24,ميسي=3
Sat Sep 08 03:00:00 UTC 2012,14,flotation=2_b23k=2_device=2_method=2_b03d=2
Sat Sep 08 04:00:00 UTC 2012,5,منهم=2_radial=2_f04d=2_step=2_bag=2
Sat Sep 08 05:00:00 UTC 2012,27,device=10
Sat Sep 08 06:00:00 UTC 2012,18,wetter=4
Sat Sep 08 07:00:00 UTC 2012,21,الله=3
Sat Sep 08 08:00:00 UTC 2012,48,social=3_صباح=3_morning=3_nice=3
Sat Sep 08 09:00:00 UTC 2012,47,b61l=4
Sat Sep 08 10:00:00 UTC 2012,76,hauptbahnhof=3_صباح=3_karlsplatz=3
Sat Sep 08 11:00:00 UTC 2012,76,viktualienmarkt=4
Sat Sep 08 12:00:00 UTC 2012,104,he's=5
Sat Sep 08 13:00:00 UTC 2012,82,bmw=6
Sat Sep 08 14:00:00 UTC 2012,69,gut=3_multicard=3
Sat Sep 08 15:00:00 UTC 2012,118,photo=9_posted=9
Sat Sep 08 16:00:00 UTC 2012,71,keczupem=2_work=2_world=2_jet=2_jobs=2
Sat Sep 08 17:00:00 UTC 2012,92,bir=8
Sat Sep 08 18:00:00 UTC 2012,85,eastbourne=5
Sat Sep 08 19:00:00 UTC 2012,83,eastbourne=5
Sat Sep 08 20:00:00 UTC 2012,91,الله=4_iphone=4
Sat Sep 08 21:00:00 UTC 2012,73,del=2_blue=2_بعض=2_template=2_\o=2
Sat Sep 08 22:00:00 UTC 2012,60,single=3
Sat Sep 08 23:00:00 UTC 2012,73,immer=3_hotel=3_stupid=3
Sun Sep 09 00:00:00 UTC 2012,45,peaches=3_era=3
Sun Sep 09 01:00:00 UTC 2012,32,ههههههههههههههههههههههه=2_عاد=2_والله=2_pero=2_avec=2
Sun Sep 09 02:00:00 UTC 2012,23,travel=3_pas=3_deutschland=3_marienplatz=3_instagood=3
Sun Sep 09 03:00:00 UTC 2012,9,berti=2
Sun Sep 09 04:00:00 UTC 2012,5,""
Sun Sep 09 05:00:00 UTC 2012,6,成田発=3
Sun Sep 09 06:00:00 UTC 2012,10,wetter=4
Sun Sep 09 07:00:00 UTC 2012,10,الله=4
Sun Sep 09 08:00:00 UTC 2012,25,hauptbahnhof=2_الدوام=2
Sun Sep 09 09:00:00 UTC 2012,39,het=3_design=3
Sun Sep 09 10:00:00 UTC 2012,59,lassen=3
Sun Sep 09 11:00:00 UTC 2012,43,marienplatz=3
Sun Sep 09 12:00:00 UTC 2012,53,typo=3_caretaker=3
Sun Sep 09 13:00:00 UTC 2012,61,wetter=5
Sun Sep 09 14:00:00 UTC 2012,66,pas=6
Sun Sep 09 15:00:00 UTC 2012,83,اللهم=4
Sun Sep 09 16:00:00 UTC 2012,97,pinakotheken=12
Sun Sep 09 17:00:00 UTC 2012,57,biergarten=3
Sun Sep 09 18:00:00 UTC 2012,42,الشعب=3
Sun Sep 09 19:00:00 UTC 2012,59,festival=5_streetlife=5
Sun Sep 09 20:00:00 UTC 2012,82,tatort=6
Sun Sep 09 21:00:00 UTC 2012,93,tatort=4
Sun Sep 09 22:00:00 UTC 2012,133,الله=5_festival=5_streetlife=5_play=5
Sun Sep 09 23:00:00 UTC 2012,49,يعني=3
