_id,text,lat,lon,user,created_at,id
502dfbea8aef427b52001d81,#nowplaying #linkinpark ~ Linkin Park | What I've Done ||| BB RADIO - In #Cottbus #Brandenburg #GER auf 107.2,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 08:08:11 UTC 2012,236373848835112960
502dfedd8aef427b52001da0,#nowplaying #puffdaddy #faithevans #112 ~ Puff Daddy feat. Faith Evans &amp; 112 | I'll Be Missing You (Edit 2) ||| #BBRADIO spielt die #Hits,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 08:20:46 UTC 2012,236377015928901633
502e00138aef427b52001db3,@markbate yeah I've had to do the same before too,52.55295327,13.29314967,travelsofadam,Fri Aug 17 08:25:56 UTC 2012,236378312996433920
502e003d8aef427b52001dbb,@koehntopp I'm on it as @janole of course :-),52.5223523,13.441018,janole,Fri Aug 17 08:26:38 UTC 2012,236378491497615360
502e04438aef427b52001dde,#nowplaying #katyperry ~ Katy Perry | I Kissed A Girl ||| BB RADIO - In #Eberswalde #Brandenburg #GER auf 95.4,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 08:43:49 UTC 2012,236382813962788864
502e04f18aef427b52001de4,@_Traumverloren_ I like your Tweets and you picture! &lt;3,52.5199931,13.4151551,seelengebunden_,Fri Aug 17 08:46:43 UTC 2012,236383543465488384
502e113f8aef427b52001e52,Can I have your number ? ;),52.53333,13.41012,Albaa_Marin,Fri Aug 17 09:39:12 UTC 2012,236396753379790848
502e119e8aef427b52001e5c,Watching "How I met your mother",52.5174685,13.4362708,_KhulanMisheel_,Fri Aug 17 09:40:47 UTC 2012,236397152916623360
502e127d8aef427b52001e67,@ZDDZ_LONDON @thenewbrit your Bombers are Ahhh-amazingg I Wish it wouldn't be extremely hot in nyc for NYFW in Order to Rock it over there,52.49175211,13.32328947,geeksndfashion,Fri Aug 17 09:44:30 UTC 2012,236398085482352641
502e17c98aef427b52001e92,@AppleFreakazoid omg how monged do I look lol,52.50017071,13.34181483,Mylifefrom30,Fri Aug 17 10:07:05 UTC 2012,236403771654164482
502e19428aef427b52001ea4,Jon Fosses Melancholia 1 omtalt på samme side som Houellebecqs De grunnleggende bestanddeler i Die Zeits kåring av 90-tallets beste romaner.,52.5203269,13.42431737,audunlindholm,Fri Aug 17 10:13:23 UTC 2012,236405356035727361
502e1a508aef427b52001eb3,'Ask me why and I'll spit in your eye',52.50403388,13.41988175,MinzKnows,Fri Aug 17 10:17:53 UTC 2012,236406487604424704
502e20288aef427b52001ef9,#nowplaying #guidocraveiropresentsidontlikereggae #jupiterjones ~ Guido Craveiro presents I Don't Like Reggae feat. Jupiter Jones | Still,52.387139,13.116468,RadioTeddyMusic,Fri Aug 17 10:42:49 UTC 2012,236412763763777536
502e227a8aef427b52001f13,#nowplaying #guidocraveiropresentsidontlikereggae #jupiterjones ~ Guido Craveiro presents I Don't Like Reggae feat. Jupiter Jones | Still,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 10:52:43 UTC 2012,236415253775257600
502e240b8aef427b52001f24,@travelsofadam @davidoa @connibiesalski @chrrristo @leahtn @lepitts I can't decide if I want more weekend or more days to get my stuff done,52.5260629,13.3885173,arsduo,Fri Aug 17 10:59:25 UTC 2012,236416937616367616
502e34678aef427b52001fc7,#nowplaying #gotye #kimbra ~ Gotye feat. Kimbra | Somebody That I Used To Know ||| BB RADIO - In #Cottbus #Brandenburg #GER auf 107.2,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 12:09:12 UTC 2012,236434500308058113
502e360e8aef427b52001fdd,@NickSainsbury @_conor__ @scott_daly_ you give the word I'll be there. Trek of that hostel though,52.49128518,13.41498899,_conor__,Fri Aug 17 12:16:15 UTC 2012,236436276629368832
502e388e8aef427b52001ff8,@_Kreb_ I think you'll be able to use #Gravity for @twitter for a loooong time still :-),52.5132726,13.4191149,janole,Fri Aug 17 12:26:55 UTC 2012,236438961172668417
502e3a998aef427b5200200e,#nowplaying #lykkeli ~ Lykke Li | I Follow Rivers ||| Radio TEDDY - In #Potsdam #Brandenburg #GER auf 90.2,52.387139,13.116468,RadioTeddyMusic,Fri Aug 17 12:35:38 UTC 2012,236441153996726272
502e3d0e8aef427b52002023,#nowplaying #lykkeli ~ Lykke Li | I Follow Rivers ||| BB RADIO - In #Cottbus #Brandenburg #GER auf 107.2,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 12:46:07 UTC 2012,236443792633384960
502e43228aef427b5200204f,@Shellyt257 Hello my dear, i am ok. Everything well. Thanks, w/ you also? Yeah am quite nervous on reactions DW, uh he has written,smile. :*,52.49594953,13.5179986,N78Anita,Fri Aug 17 13:12:03 UTC 2012,236450318358020096
502e46b28aef427b52002071,@DonnieWahlberg And WE love YOU !! Have a great unforgettable Birthday &amp; celebration him substantially. I am in thoughts with YOU.happybday!,52.49601644,13.51815155,N78Anita,Fri Aug 17 13:27:15 UTC 2012,236454143567462401
502e48318aef427b5200207f,Friday!!!! Hurry up weekend! I want sunshine and large glasses of wine! Total de-stress is needed! A fast but busy week #tired,52.51958515,13.40272938,rose_silford,Fri Aug 17 13:33:38 UTC 2012,236455749331591168
502e4ec98aef427b520020e0,I'm in hospital in Berlin.... Another adventure,52.570773,13.42007058,nadinehowells,Fri Aug 17 14:01:46 UTC 2012,236462831296466945
502e50d48aef427b52002108,@_RaTTuS_ yeah i saw that :/,52.42621502,13.63930671,steveklabnik,Fri Aug 17 14:10:29 UTC 2012,236465021582987266
502e515b8aef427b5200210e,#nowplaying #medina ~ Medina | You And I ||| #bbradio,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 14:12:44 UTC 2012,236465590473203712
502e53a78aef427b52002126,@ B e r l i n !,52.52490134,13.42053818,marieslnko,Fri Aug 17 14:22:32 UTC 2012,236468056421982208
502e55d78aef427b52002137,#nowplaying #lykkeli ~ Lykke Li | I Follow Rivers ||| Radio TEDDY - In #Koblenz #RheinlandPfalz auf 87.8,52.387139,13.116468,RadioTeddyMusic,Fri Aug 17 14:31:52 UTC 2012,236470405370626048
502e59928aef427b52002163,@girlinglasses89 thank you. I'm at home now. Time to relax.,52.505335,13.3981178,HerrBeat,Fri Aug 17 14:47:47 UTC 2012,236474409093832705
502e67148aef427b52002214,Just arrived in Berlin...wish I was in Vienna because @ladygaga is there!!! Longest trek ever to find the hostel we're dying,52.50224222,13.44797676,jen_maraia,Fri Aug 17 15:45:25 UTC 2012,236488914431512576
502e6a0f8aef427b5200223e,@Numb1NASCARfan nah, I haven't had starbucks since yesterday!  I had a couple cups in London. And Berlin's pretty odd, need more graffiti!,52.52832,13.40882,HousSitter,Fri Aug 17 15:58:08 UTC 2012,236492114819706880
502e6dbd8aef427b5200226e,#nowplaying #kerihilson ~ Keri Hilson | I Like ||| #bbradio #rocks #brandenburg,52.383444,13.119561,_BB_RADIO_MUSIC,Fri Aug 17 16:13:50 UTC 2012,236496066801983488
502e6f5b8aef427b52002283,I hate the word homophobia. It's not a phobia. You are not scared. You are an asshole. -- Morgan Freeman @Stana_Katic @Pink please RT,52.5910965,13.4424261,ms1804,Fri Aug 17 16:20:44 UTC 2012,236497800135852032
502e702f8aef427b5200228c,Just got another #tooth pulled. That leaves me with 24 #teeth left. I'm running out! #dentist,52.5240272,13.44914803,awesomedonald,Fri Aug 17 16:24:16 UTC 2012,236498690003574785
502e70bf8aef427b5200228f,@PeterSAdrian Now I finally understand why @klout says you're influential about Indonesia :-),52.5309541,13.39741,MarcelKnows,Fri Aug 17 16:26:40 UTC 2012,236499294943858688
502e72b88aef427b520022ac,Should probably have a nap before I party hard again tonight! #LoveBerlin,52.49961262,13.32366346,AppleFreakazoid,Fri Aug 17 16:35:05 UTC 2012,236501414677999617
502e73ba8aef427b520022c0,@InevitablyChris Ha I'm sure they'll be coming off at some point... This is the gay capital of Germany after all ;),52.50003081,13.32338485,AppleFreakazoid,Fri Aug 17 16:39:23 UTC 2012,236502497026523136
