time,count,fsq_count,CategorieParents,Categories
Thu Sep 06 20:00:00 UTC 2012,7385,493,Food=97_Arts & Entertainment=83_Nightlife Spots=54,Clothing Store=28_Boutique=22_Department Store=19
Thu Sep 06 21:00:00 UTC 2012,7948,399,Shops & Services=95_Arts & Entertainment=57_Nightlife Spots=51,Boutique=19_Home (private)=18_Baseball Stadium=15
Thu Sep 06 22:00:00 UTC 2012,6255,314,Nightlife Spots=70_Shops & Services=52_Travel & Transport=35,Home (private)=14_Hotel=12_American Restaurant=10
Thu Sep 06 23:00:00 UTC 2012,5061,225,Food=53_Travel & Transport=25_Arts & Entertainment=23,American Restaurant=12_Lounge=11_Nightclub=10
Fri Sep 07 00:00:00 UTC 2012,3319,124,Food=22_Travel & Transport=21_Outdoors & Recreation=8,Lounge=8_Bar=7_Home (private)=5
Fri Sep 07 01:00:00 UTC 2012,2148,72,Outdoors & Recreation=11_Residences=9_Food=8,Nightclub=6_Lounge=5_Bar=5
Fri Sep 07 02:00:00 UTC 2012,1356,30,Travel & Transport=6_Food=4_Outdoors & Recreation=3,Lounge=4_Bar=3_Hotel=3
Fri Sep 07 03:00:00 UTC 2012,860,19,Food=4_Arts & Entertainment=4_Residences=3,Bar=2_Hotel=2_Gas Station / Garage=1
Fri Sep 07 04:00:00 UTC 2012,456,24,Shops & Services=4_Food=3_Residences=3,Home (private)=3_Boutique=2_Bus Line=2
Fri Sep 07 05:00:00 UTC 2012,425,51,Airports=7_Shops & Services=7_Food=6,Airport Terminal=5_Airport=4_Boutique=3
Fri Sep 07 06:00:00 UTC 2012,800,83,Shops & Services=20_Food=11_Outdoors & Recreation=9,Airport Terminal=7_Airport=6_Park=4
Fri Sep 07 07:00:00 UTC 2012,1521,133,Food=28_Professional & Other Places=22_Shops & Services=15,Office=11_Airport=8_Gym=5
Fri Sep 07 08:00:00 UTC 2012,2003,285,Travel & Transport=57_Food=57_Shops & Services=25,Coffee Shop=25_Train Station=15_Airport=10
Fri Sep 07 09:00:00 UTC 2012,2363,239,Food=53_Travel & Transport=34_Shops & Services=19,Coffee Shop=22_Subway=8_Hotel=8
Fri Sep 07 10:00:00 UTC 2012,2610,204,Food=37_Travel & Transport=34_Shops & Services=26,Coffee Shop=13_Tech Startup=11_Airport=7
Fri Sep 07 11:00:00 UTC 2012,2950,247,Shops & Services=44_Travel & Transport=40_Professional & Other Places=32,Office=10_Airport=8_General Entertainment=7
Fri Sep 07 12:00:00 UTC 2012,2658,306,Shops & Services=51_Professional & Other Places=36_Travel & Transport=29,Deli / Bodega=12_Grocery Store=8_Sandwich Place=8
Fri Sep 07 13:00:00 UTC 2012,2557,299,Shops & Services=54_Professional & Other Places=45_Travel & Transport=27,Coffee Shop=14_Pizza Place=9_Burger Joint=9
Fri Sep 07 14:00:00 UTC 2012,2816,214,Shops & Services=46_Professional & Other Places=29_Travel & Transport=22,Office=9_Coffee Shop=9_Pizza Place=7
Fri Sep 07 15:00:00 UTC 2012,2503,221,Food=44_Outdoors & Recreation=37_Professional & Other Places=31,Drugstore / Pharmacy=8_General Entertainment=7_Coffee Shop=7
Fri Sep 07 16:00:00 UTC 2012,3211,251,Food=45_Travel & Transport=40_Professional & Other Places=25,Art Museum=9_Office=9_Bank=8
Fri Sep 07 17:00:00 UTC 2012,3608,338,Shops & Services=74_Travel & Transport=44_Professional & Other Places=32,Train Station=12_Bar=11_Home (private)=10
Fri Sep 07 18:00:00 UTC 2012,3265,409,Shops & Services=64_Nightlife Spots=57_Travel & Transport=50,American Restaurant=15_Train Station=14_Airport=11
Fri Sep 07 19:00:00 UTC 2012,3075,414,Arts & Entertainment=66_Nightlife Spots=63_Shops & Services=47,American Restaurant=17_Theater=13_Italian Restaurant=12
Fri Sep 07 20:00:00 UTC 2012,3722,370,Nightlife Spots=59_Shops & Services=31_Arts & Entertainment=31,Mexican Restaurant=16_American Restaurant=11_Home (private)=11
Fri Sep 07 21:00:00 UTC 2012,3796,392,Nightlife Spots=82_Travel & Transport=38_Arts & Entertainment=38,Home (private)=22_Italian Restaurant=18_American Restaurant=15
Fri Sep 07 22:00:00 UTC 2012,4132,338,Nightlife Spots=95_Arts & Entertainment=28_Travel & Transport=28,Lounge=16_Hotel=11_American Restaurant=9
Fri Sep 07 23:00:00 UTC 2012,3968,304,Food=79_Travel & Transport=31_Arts & Entertainment=18,Lounge=17_Nightclub=14_Gay Bar=12
Sat Sep 08 00:00:00 UTC 2012,3479,226,Food=40_Residences=19_Arts & Entertainment=18,Lounge=19_Home (private)=15_Cocktail Bar=10
Sat Sep 08 01:00:00 UTC 2012,2618,145,Food=26_Travel & Transport=11_Arts & Entertainment=10,Nightclub=11_American Restaurant=6_Home (private)=5
Sat Sep 08 02:00:00 UTC 2012,1843,99,Food=25_Arts & Entertainment=10_Residences=7,Gay Bar=8_Home (private)=6_Nightclub=5
Sat Sep 08 03:00:00 UTC 2012,1026,58,Nightlife Spots=13_Residences=8_Outdoors & Recreation=7,Home (private)=5_Deli / Bodega=5_Residential Building (Apartment / Condo)=3
Sat Sep 08 04:00:00 UTC 2012,697,21,Outdoors & Recreation=5_Beaches=1_Food=1,Karaoke Bar=1_Boutique=1_Residential Building (Apartment / Condo)=1
Sat Sep 08 05:00:00 UTC 2012,455,29,Residences=5_Food=3_Professional & Other Places=3,Home (private)=5_Travel Lounge=1_Cuban Restaurant=1
Sat Sep 08 06:00:00 UTC 2012,373,30,Shops & Services=3_Professional & Other Places=3_Food=3,Home (private)=3_Airport Terminal=2_Hotel=2
Sat Sep 08 07:00:00 UTC 2012,636,82,Shops & Services=13_Professional & Other Places=11_Food=10,Train Station=5_Airport=4_Gym=3
Sat Sep 08 08:00:00 UTC 2012,1067,127,Shops & Services=28_Food=24_Outdoors & Recreation=22,Airport Terminal=6_Coffee Shop=5_Airport=5
