0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
135,100,58,27,25,26,58,84,162,209,240,191,183,184,167,179,195,201,223,238,245,181,182,63
0,65,68,44,52,25,35,71,131,164,167,188,189,206,191,181,197,242,238,266,232,243,253,224
125,100,54,34,30,13,60,98,130,181,189,175,185,187,177,186,226,227,237,217,232,228,167,0
0,61,37,51,52,24,36,59,119,180,185,194,132,196,216,184,228,191,223,206,238,247,191,174
209,51,49,43,44,32,50,55,118,214,160,235,173,187,202,215,274,172,208,200,210,154,207,212
147,91,129,69,48,46,31,26,55,115,152,143,163,200,155,190,189,142,186,237,168,201,162,201
112,120,147,106,37,29,27,25,33,62,138,142,148,194,171,154,188,195,129,189,168,156,235,193
