time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues
Mon Sep 03 20:00:00 UTC 2012,0,20,1200,2137,120,Nightlife Spots=9_Food=45_Residences=10_Shops & Services=9_Outdoors & Recreation=10_Travel & Transport=24,Home (private)=9,"Newark Liberty International Airport (EWR)=4_Shake Shack=3_John F. Kennedy International Airport (JFK)=2_Arthur Ashe Stadium - USTA Billie Jean King National Tennis Center=2_Times Square=2_Labor Day Weekendpocalypse 2012=2_New York Penn Station=2_Barcibo Enoteca=1_Verrazano-Narrows Bridge Toll Plaza=1_Our Lady Of Blessed Acceleration=1_Creperie=1_Normandie Court=1_Crepe-N-Tearia=1_Amtrak #165 to DC!=1_Patron Mexican Grill=1_Columbia University: Graduate School of Journalism=1_Barrage=1_Optimo Cigar=1_SoHo Sushi=1_Double Tree by Hilton Hotel=1_Dress Shoppe=1_Tao Restaurant=1_MTA Subway - 8th Ave/14th St (A/C/E/L)=1_No Fun=1_McDonald's=1_With My Favorite Hooker=1_Staten Island Ferry - St. George Terminal=1_Los Pollitos 2=1_Manhattan=1_InterContinental Hotel - Times Square=1_t.b.d.=1_MTA Subway - Lorimer St (L)=1_Agnanti Meze=1_E-Z Pass Lane 16=1_Japadog=1_Galapagos Art Space=1_Trattoria Spaghetto=1_Bull & Bear=1_Manhattan Mini Storage -  Spring St=1_MTA Subway - 61st St/Woodside (7)=1_Ippudo=1_Nobu=1_Ebenezer Baptist Church=1_City Cinemas 86th Street East=1_Rio Criz Tavern & Grill=1_Sea=1_The Grey Dog=1_My Casa=1_911 Park Ave.=1_Grand Sichuan St. Mark's=1_Pinkberry=1_The Brooklyn Star=1_Village Yokocho=1_Hoboken Waterfront=1_Domino's Pizza=1_El Pollo Inka=1_Five Tacos=1_The Victoria @ Union Square=1_60 Cooper street=1_Playwright Irish Pub=1_Verrazano-Narrows Bridge=1_Moran's - Chelsea=1_One Republik=1_Boston Market=1_Tilted Kilt=1_Washington Square Park=1_MTA Subway - L Train=1_Home=1_Sonic Drive-In=1_Home Sweet Home (until AtL)=1_Birreria at Eataly=1_Barber Shop=1_Trapeze School New York=1_Aburiya Kinnosuke=1_Delta Sky Club=1_Oh! Taisho=1_Big Daddy's=1_Lorimer & Metropolitan, NY=1_Spring Street & 6th Avenue=1_Off The Wall=1_Grace Wine and Spirits=1_La Marina NYC=1_Benny's Burritos=1_St. Joseph's Regional Med. Center- Emergency Department=1_Hatsuhana=1_MTA Subway - Spring St (C/E)=1_Hummus Place=1_Empire State Building=1_Shvuger's House=1_Le Bain=1_Walgreens=1_Ocean Grill=1_Sterling Cooper Draper Gould=1_MTA Bus - B25/B26/B38/B38LTD/B52 - Fulton Mall & Flatbush Av Ext=1_5 Napkin Burger=1_Mobil - Belt Parkway=1_Central Park - Great Lawn=1_Five Guys Burgers and Fries=1_MTA Subway - Harlem/148th St (3)=1_Chomo Villa=1_BP Gas Station=1_Westville Chelsea=1_Hershey's Store=1_LaGuardia Airport (LGA)=1_BoltBus: New York to Washington, DC=1_Tripper Bus NYC to Arlington VA=1_Galli Restaurant=1_Soho Mini Market=1_Becklin Abbey=1_Belt Parkway=1"
Mon Sep 03 20:30:00 UTC 2012,0,20,1230,1929,107,Nightlife Spots=16_Shops & Services=9_Food=40_Outdoors & Recreation=6_Arts & Entertainment=6_Travel & Transport=20,Bar=6,LaGuardia Airport (LGA)=2_Refugio Cigar House=2_Grand Central Terminal=2_Newark Liberty International Airport (EWR)=2_VOILÀ hotel -  St Giles The Court=2_Five Points=1_Thanh Huong Vietnamese Restaurant=1_Gallagher's Steak House=1_Newark AirTrain - Terminal A=1_Barrage=1_Sofia Wine Bar=1_New York Penn Station=1_Madame X=1_The Library=1_Sugar And Plumm=1_ShopRite=1_B38=1_Sofrito=1_Drop Off Service=1_Applebee's Neighborhood Grill & Bar=1_Starbucks=1_Astoria / Queens=1_Boerum Hill=1_Roam/Aura=1_King Garden=1_V{IV}=1_The Fulton Grand=1_Ippudo=1_Yo Sushi=1_Luke's Lobster EV=1_Louis Armstrong Stadium - USTA Billie Jean King National Tennis Center=1_Rice to Riches=1_Brooklyn Farmacy & Soda Fountain=1_Great Lawn=1_Ripley's Believe It Or Not!=1_Talbott Apartments (Rutgers Newark)=1_95 Wall Street Roof Top=1_Terminal D=1_Cryder House=1_Times Square=1_La Vara=1_Iggy's Keltic Lounge=1_John F. Kennedy International Airport (JFK)=1_Best Buy=1_Raoul's Restaurant=1_Key Food=1_Homewood Suites by Hilton=1_El Centro=1_RHBC Courtyard=1_Blarney Stone=1_Arthur Ashe Stadium - USTA Billie Jean King National Tennis Center=1_H Mart Fresh Fort Lee=1_Ortine=1_Williamson Ave=1_Lucky Dog=1_The Harrison=1_Merchants River House=1_Staples=1_Carthage 521=1_New York-Presbyterian/Weill Cornell Medical Center=1_Patacone Truck=1_Virgin America Ticket Counter=1_Pescatore=1_Splash Bar=1_Fresco Gelateria=1_The Place (Brooklyn)=1_Tonalli Cafe & Bar=1_Russian & Turkish Baths=1_Terminal 3=1_Andersen Hall Manhattan School of Music=1_Rosemary’s Enoteca & Trattoria=1_Wythe Hotel=1_Think Coffee=1_7-11=1_Salsa Moon at Pier 84=1_Puck Fair=1_Lido Italian Restaurant And Bar=1_Mr Sandwich=1_Valhalla=1_Brother Jimmy's BBQ=1_The Black Swan=1_Deli Grocery Lorimer & Jackson=1_DuPan=1_Megabus Bus Stop=1_Boka=1_Arbuz=1_Tunnel A_ MTA-EAST SIDE ACCESS=1_Carolyne's Crib=1_84 William St. Apts=1_Gun Hill Road Section Of The Bronx=1_Kean University Upperclass Hall - NURH=1_Botanica Bar=1_Labor Day Weekendpocalypse 2012=1_Whole Foods=1_El Continental=1_Bogota Golf & Sports Center=1_Dunkin' Donuts=1_The Throne @ The Jerr Cave=1_MTA Bus - B38=1_Lincoln Center Plaza (Josie Robertson Plaza)=1_Larry's Lounge=1_Zeckendorf Towers=1
Mon Sep 03 21:00:00 UTC 2012,0,21,1260,1710,94,Nightlife Spots=8_Food=34_Residences=5_Travel & Transport=20_Outdoors & Recreation=14,Airport=6,"John F. Kennedy International Airport (JFK)=4_Duncan Avenue=2_LaGuardia Airport (LGA)=2_Cross Island Parkway Exit 4=2_Chipotle Mexican Grill=2_New York Penn Station=2_Starbucks=1_Big Gay Ice Cream Shop=1_MexiBBQ Kitchen & Draught=1_Canarsie Brooklyn=1_George Washington Bridge=1_Club 45=1_Strawberry Fields=1_Brooklyn Gold 257 Gym=1_Saddle Brook Diner=1_Papacitos=1_Central Park - Wien Walk=1_Bar 9=1_W New York - Times Square=1_Cipriani Downtown=1_Mi Casa=1_Bryant Park=1_Applebee's Neighborhood Grill & Bar=1_VLADA Lounge=1_NJT - Orange Station (M&E)=1_Socarrat Paella Bar=1_JFK AirTrain - Terminal 8=1_Terminal 1=1_Dallas BBQ=1_The Shannon Rose Irish Pub=1_Central Park=1_Isabella's=1_The Library at The NoMad=1_Holiday Inn Express=1_Doughnut Plant=1_Cleo's Bear Cave=1_Spitzer's Corner=1_Times Square=1_CUPS Frozen Yogurt=1_Sutton Place Pavilion=1_Do or Dine=1_Keens Steakhouse=1_Washington Square Diner=1_Pasticceria Bruno Bakery=1_The High Line=1_Landmark Sunshine Cinema=1_Clearview Expressway - Exit 6A=1_Pink Berry=1_Little Caesars=1_Petey's Burger=1_Rochelle Park Municipal Center=1_Rochelle Park Police Department=1_Gantry Plaza State Park=1_Sagres=1_Throgs Neck Bridge=1_Pi Kappa Phi=1_West 43rd=1_Uncle Louie G's=1_Fresco Gelateria=1_Vaudeville Park=1_The Meatpacking District=1_The Home Depot=1_Jamba Juice=1_Hummus Place=1_Think Coffee=1_Cheeburger Cheeburger=1_Bergen Toll Plaza=1_Newark International Airport Building 15=1_I Tre Merli=1_Days Inn=1_Urban Outfitters=1_Manhattanville (Manhattan, NY)=1_The Dartmouth=1_Hill Country Barbecue Market=1_La Caridad 78=1_Rochelle Park Public Library=1_George Washington Bridge Running Path=1_Telio Restaurant=1_Ed Koch Queensboro Bridge=1_Tingué Bungalow=1_Classic Towing=1_MTA S44=1_Asellina=1_Zeckendorf Towers=1_Goat Town=1_Maison Premiere=1"
Mon Sep 03 21:30:00 UTC 2012,0,21,1290,1830,82,Nightlife Spots=11_Residences=7_Shops & Services=7_Food=23_Arts & Entertainment=6_Outdoors & Recreation=8_Travel & Transport=15,Home (private)=5,Target=3_LaGuardia Airport (LGA)=2_Shake Shack=2_Grand Central Terminal=2_Village Pourhouse=2_New York Penn Station=2_Chipotle Mexican Grill=1_MURDA AVE=1_Barcade=1_Benny's Burritos=1_The New Warner Homestead=1_Surf City (BBQ/Lounge)=1_Ralph Ave=1_3 Sheets Saloon=1_Jackie Robinson Park=1_1776 Deli Grocery=1_Parkside Restaurant=1_AMC Loews 19th St East 6=1_Staten Island Ferry - St. George Terminal=1_Elizabeth Stroud Playground=1_HI New York Hostel=1_Apothéke=1_Sancaktar's House (:=1_Bar Veloce=1_Mi Casa=1_Outback Steakhouse=1_The Treadmill=1_Theatre 80=1_MTA - S74 Staten Island Ferry=1_Guttenberg=1_Choco Bolo=1_STELLAAAAA!=1_Calexico=1_Niles NYC Bar & Restaurant=1_Fulton Park=1_Herald Square=1_46 Bus Stop=1_Mamajuana Cafe=1_Buffalo Wild Wings=1_Newark Liberty International Airport (EWR)=1_Times Square=1_The Brooklyn Star=1_B.C.D.=1_Bruxton arms=1_Trouble City=1_John F. Kennedy International Airport (JFK)=1_M&M's World=1_Tamba Bar and Grill=1_158th Street and third ave=1_225th st bridge=1_Death & Co=1_Pastis=1_99 John St Lofts=1_Baylis Hall=1_Boys and Girls High School Track=1_Phantom Of The Opera=1_Park Slope=1_Mad Donkey Beer Bar & Grill=1_Boys and Girls High School=1_Bourbon Street=1_Garden State Plaza=1_Fette Sau=1_Fulton And Troy=1_AMC Loews Lincoln Square 13=1_MTA Bus - B46/B46LTD - Utica Av/Malcolm X Blvd & Fulton St=1_Verona Park=1_Clean Action Laundromat=1_AMC Loews 34th Street 14=1_Union Hall=1_Allswell=1_Dream Downtown=1_Hill Country Barbecue Market=1_Sapporo East=1_Labor Day Weekendpocalypse 2012=1_Shinju Sushi=1
Mon Sep 03 22:00:00 UTC 2012,0,22,1320,1917,57,Nightlife Spots=13_Residences=7_Food=17_Outdoors & Recreation=3_Travel & Transport=8_Arts & Entertainment=5,Home (private)=6_Bar=6,Newark Liberty International Airport (EWR)=3_Shake Shack=2_The Bitter End=2_Hard Rock Cafe New York=2_No ID Events=1_MTA Subway - Brighton Beach (B/Q)=1_Becco=1_Barrage=1_MCU Park=1_MTA Subway - W 8th St/NY Aquarium (F/Q)=1_Doggie Park=1_Carlo's House=1_Union Pool=1_Cielo=1_Jerusalem Nights=1_New Tokyo Sushi=1_Tammany Hall=1_Lodi=1_My House=1_Sycamore Flower Shop + Bar=1_Gracefully=1_Kensington Neighborhood=1_Nowhere=1_Parkview Diner=1_237=1_Therapy NYC=1_Hi•Fi=1_Gaetas Appartment=1_The Victoria @ Union Square=1_The Westway=1_Comedy Cellar=1_Raylz Yard/Depot=1_Mi Casa :-D=1_Bistro 33=1_Arriba Arriba=1_Novecento=1_Ding Dong Lounge=1_Brother Jimmy's BBQ=1_Arirang Homemade Noodle House=1_24 Hour Fitness=1_Hop Bar=1_Grand Hyatt New York=1_Olea=1_The HorseBox=1_New York Penn Station=1_Hogar New York=1_Herald Towers=1_16 Handles=1_Draining the Dogs=1_Red Robin Gourmet Burgers=1_The Wren=1_LaGuardia Airport (LGA)=1
Mon Sep 03 22:30:00 UTC 2012,0,22,1350,1953,51,Nightlife Spots=8_Residences=6_Food=9_Professional & Other Places=3_Arts & Entertainment=4_Travel & Transport=18,Airport=7,"Newark Liberty International Airport (EWR)=5_Houlihan's=2_LIRR - Jamaica Station=2_Death & Co=1_Whitestone Expressway/14 Avenue=1_John F. Kennedy International Airport (JFK)=1_AMC Empire 25=1_Cross Island Parkway Exit 4=1_The Brothel=1_Clearview Expressway & Northern Boulevard=1_The View Lounge & Restaurant - Marriott Marquis=1_Q2 Thai=1_Winterfell ""Winter is Coming""=1_Bathtub Gin=1_Gracie's Hammer=1_High Line=1_Grand Central Terminal=1_Empire State Building=1_Yeshiva Ohr HaChaim=1_Brooklyn We Go Hard=1_Empanada Mama=1_Mia Sushi & Steakhouse=1_Knickerbocker Village=1_Cornucopia Cruise Lines=1_AMC Loews Lincoln Square 13=1_Guacuco Restaurant=1_Staten Island Ferry - Whitehall Terminal=1_BP Gas=1_The Homestead=1_Grand Central Parkway=1_Barracuda=1_Taj II Lounge=1_Clearview Expressway (I-295)=1_Beli home, Brooklyn, NY=1_Rutgers Arms Apartments=1_Conga's Bar n Lounge=1_Duplex Cabaret Theater=1_MetLife Stadium=1_Deliza=1_LaGuardia Airport (LGA)=1_The Alibi=1_Bubba Gump Shrimp Co.=1_Casa de Quanos!=1_MTA Subway - Fulton St (A/C/J/Z/2/3/4/5)=1_Newark International Airport Building 15=1"
Mon Sep 03 23:00:00 UTC 2012,0,23,1380,1981,61,Nightlife Spots=11_Food=13_Residences=9_Shops & Services=4_Arts & Entertainment=4_Travel & Transport=13,Home (private)=7,"Court Street Bar & Restaurant=2_Newark Liberty International Airport (EWR)=2_Cherry Ave.=1_Anny's Humble Abode=1_Peter Luger Steak House=1_Landmark Sunshine Cinema=1_John F. Kennedy International Airport (JFK)=1_The Standard Grill=1_Barrage=1_My Crib=1_Grace & Mike's=1_Teak=1_BQE=1_Tapeo 29=1_Gansevoort Park=1_Park Avenue Audio=1_Dunkin' Donuts=1_Kew Gardens Hills=1_The Stanton Social=1_Pieces Bar=1_Wallsé=1_Arthur Ashe Stadium - USTA Billie Jean King National Tennis Center=1_The Zeppelin Hangar=1_Sheraton Brooklyn=1_NY Ganesh Mandir=1_Korea Spoon=1_The Stag's Head=1_Hudson Hotel=1_Dunkin Donut=1_Central Park - North End=1_1040 46th Avenue Long Island City NY=1_Hotel Chantelle=1_Bread & Butter=1_Neverland (2nd Star To The Right, & Straight On Till Morning)=1_Jumeirah Essex House=1_Hyde Park Gardens=1_New York City Criminal Court=1_Robert F. Kennedy Bridge (aka Triborough Bridge)=1_McGee's Pub=1_Red Ball Garage=1_Waldorf-Astoria Hotel=1_BQE Exit 39=1_55 John Street=1_Mickey Spillane's=1_JFK AA terminal arrivals=1_Terrace On The Park=1_Doc Holliday's=1_The Room=1_2012 US Open Tennis Championships=1_The Shell Motel=1_Body by Brooklyn=1_Best Buy=1_42-30, Robinson street, cherry ave=1_Labor Day Weekendpocalypse 2012=1_The Pierpont=1_Mike's Unicorn Diner=1_Apple Store=1_LaGuardia Airport (LGA)=1_Brasserie Creole=1"
Mon Sep 03 23:30:00 UTC 2012,0,23,1410,1752,38,Nightlife Spots=5_Residences=12_Food=5_Arts & Entertainment=3_Outdoors & Recreation=3_Travel & Transport=7,Home (private)=9,"Home=2_Newark Liberty International Airport (EWR)=2_The Bean=1_Times Square=1_Ninja Flip=1_Grandpop's=1_Garage Restaurant & Cafe=1_In bed sleeping zzzzzzzzzzzzzz=1_In Bed Watching TV=1_The Fitzpatrick Manhattan=1_Gate 325=1_Grand Central Terminal=1_Kosciuszko Bridge=1_Wil & Donte's Apartment @ Royal Towers=1_Industry Bar=1_Caliente Cab Co.=1_Casa de Kostovny=1_Staples=1_Couch Canyon=1_Wat Da Fung Castle=1_Tudor City=1_Route 3=1_Steak 'n Shake Signature=1_Goethals Bridge=1_Rockwood Music Hall, Stage 2=1_UCB Theatre East=1_Irish Circle Tavern=1_Sleep Train=1_Beckett's Bar & Grill=1_2012 US Open Tennis Championships=1_Le Souk Harem=1_Mi Casa=1_The charming side=1_McKenna's Pub=1_LaGuardia Airport (LGA)=1_White Castle=1"
Tue Sep 04 00:00:00 UTC 2012,1,0,0,1588,30,Nightlife Spots=8_Food=4_Shops & Services=3_Residences=6_Travel & Transport=6,Bar=6,"The Rock Pub & Grill=2_Galaxy Diner=1_Delizia 92=1_Dingo's Den=1_230 Fifth Rooftop Lounge=1_Newark Liberty International Airport (EWR)=1_Off The Wagon Bar & Grill=1_John F. Kennedy International Airport (JFK)=1_B48 Bus Lorimer & Skillman=1_Chomo Villa=1_W New York - Times Square=1_House O' Huxley=1_NYCHA - Parkside Houses=1_Maddy's Apartment=1_Emmett O'Lunney's Irish Pub=1_Hess Gas Station=1_Lorimer & Metropolitan, NY=1_NYU University Hall Residence Hall=1_Mercury Bar West=1_B48 Bus Jackson Ave & Skillman Ave=1_405=1_American Eagle Outfitters=1_Mandarin Oriental New York=1_Maison (Cuisine of Brittyany)=1_BP=1_Bar 13=1_McDonald's=1_JoannerBed=1_Miller's Paramus Ale House=1"
Tue Sep 04 00:30:00 UTC 2012,1,0,30,1432,27,Nightlife Spots=4_Food=6_Residences=4_Shops & Services=2_Outdoors & Recreation=2_Travel & Transport=6,Home (private)=4,John F. Kennedy International Airport (JFK)=2_Smalls Jazz Club=1_The MotherShip=1_Times Square=1_Solla Sollew=1_Brennan & Carr=1_W New York - Times Square=1_Great Notch Inn=1_MTA B46 Bus Stop=1_Our Home=1_Ritz Bar and Lounge=1_Industry Bar=1_Broadway Deli=1_Fawn Ridge Pool=1_180th And Washington=1_The Great American Laundromat=1_MTA - B3 Bus Stop=1_Capital One=1_Home=1_McDonald's=1_Blue Ribbon Sushi Bar & Grill=1_Pho 32 & Shabu Shabu=1_The Spotted Pig=1_The Base=1_Brasserie Creole=1_La Quinta Inn & Suites JFK Airport=1
Tue Sep 04 01:00:00 UTC 2012,1,1,60,1285,16,Nightlife Spots=3_Colleges & Universities=1_Professional & Other Places=1_Residences=2_Food=4_Arts & Entertainment=2_Outdoors & Recreation=1_Travel & Transport=2_Medical Centers=1_Museums=1,Bar=3,"All In One Mart=1_Newark Liberty International Airport (EWR)=1_East Village=1_Soda Bar=1_Han Gang=1_MTA Subway - Avenue U (N)=1_EMS Call #1=1_The Flame Restaurant=1_Christopher and Gay Streets=1_Bar 13=1_NYU Third Avenue North Residence Hall=1_Mi Casa=1_Asiate at Mandarin Oriental, New York=1_Brooklyn Museum=1_Home =1_Rumours Bar Lounge & Grill=1"
Tue Sep 04 01:30:00 UTC 2012,1,1,90,1120,43,Nightlife Spots=7_Professional & Other Places=3_Food=9_Arts & Entertainment=4_Travel & Transport=7_Outdoors & Recreation=5,Pizza Place=3_Train Station=3,"Brevoort Playground=2_Coney Island Beach & Boardwalk=1_Pizza On The Run=1_Brooklyn Bridge=1_Newark Penn Station=1_Ralph Ave=1_Dunkin Donuts - Simpson Ave=1_Thirsty Scholar=1_11th Avenue, Brooklyn, USA=1_Hackensack University Medical Center=1_Sutter Ave=1_MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)=1_133 & sutter ave=1_secret.. the one yu cheat with <3=1_The Dog House=1_Totonno's Pizzeria Napolitano=1_Pianos=1_Queens=1_Rockaway Blvd=1_Moombah Mansion=1_South Ozone Park=1_HUMC Emergency Room=1_Bed Stuy Fly=1_Fire Pit in South Ozone Park=1_Ditmas Park=1_5 Star - Halal Deli/Grocery=1_Ali Stop & Buy Grocery=1_PATH - Harrison Station=1_Shop Smart=1_McDonald's=1_VLADA Lounge=1_CLUB BED W/ D.J. PILLOW AND FUNK MASTER BLANKIE!!=1_Dani's House of Pizza=1_Le Souk Harem=1_Vanderbilt Post Office=1_New York Penn Station=1_Mamoun's Falafel=1_Crown Fried Chicken=1_Ralph Liquor=1_Five Guys Burgers and Fries=1_Luna Park NYC=1_the house that v & muggs built=1"
Tue Sep 04 02:00:00 UTC 2012,1,2,120,833,12,Nightlife Spots=2_Professional & Other Places=1_Shops & Services=3_Residences=1_Food=4_Outdoors & Recreation=1_Medical Centers=1,Drugstore / Pharmacy=2_Bar=2,Duane Reade=2_7-Eleven=2_The Crib=1_Kennedy Fried Chicken=1_Inside=1_Matchless=1_Blue Ribbon Sushi Bar & Grill=1_The New York Beer Company=1_Brooklyn Center For Psychotherapy=1_Royal Video=1
Tue Sep 04 02:30:00 UTC 2012,1,2,150,651,18,Nightlife Spots=2_Professional & Other Places=1_Residences=3_Food=1_Outdoors & Recreation=4_Arts & Entertainment=2_Travel & Transport=5_Stadiums=2,Residential Building (Apartment / Condo)=3,"Dollar Rent A Car (EWR)=1_John F. Kennedy International Airport (JFK)=1_4540 Center Boulevard=1_Journal Square PATH Station=1_Bridge Path over Sunnyside Yards=1_Riverdale (Bronx, NY)=1_Woodside Station=1_Interstate 278 (Bruckner Blvd Expressway) ...On the Move!=1_Chatterton Terrace=1_Hilton New York=1_Ma Secret Place :x=1_Barclays Center=1_Iggy's Keltic Lounge=1_Sam's Deli=1_2012 US Open Tennis Championships=1_The HorseBox=1_st. dymphna-above-it-all=1_Hell Gate Bridge=1"
Tue Sep 04 03:00:00 UTC 2012,1,3,180,537,8,Residences=1_Food=2_Shops & Services=1_Travel & Transport=2_Arts & Entertainment=1_Outdoors & Recreation=1,Movie Theater=1_Hotel=1_Home (private)=1_Other Great Outdoors=1_Breakfast Spot=1_New American Restaurant=1_Hardware Store=1_Airport=1,Newark Liberty International Airport (EWR)=1_Cafeteria=1_Home Depot=1_The Hotel at Times Square=1_Being pulled over yet again by the Police=1_Regal New Roc Stadium 18 & IMAX=1_The Command Center=1_IHOP=1
Tue Sep 04 03:30:00 UTC 2012,1,3,210,444,5,Music Venues=1_Nightlife Spots=1_Arts & Entertainment=1_Travel & Transport=2_Outdoors & Recreation=1_Hotels=1,Jazz Club=1_Bridge=1_Hostel=1_Bus Station=1_Gay Bar=1,Stonewall Inn=1_Village Vanguard=1_Henry Hudson Bridge=1_Times Square Dream Hostel=1_Port Authority Bus Terminal=1
Tue Sep 04 04:00:00 UTC 2012,1,4,240,369,18,Ski Areas=1_Gyms or Fitness Centers=2_Food=3_Professional & Other Places=1_Residences=3_Shops & Services=7_Outdoors & Recreation=2_Travel & Transport=3,Gym=2_Home (private)=2_Hardware Store=2,"Craig's Casa=1_MTA Subway - 74th St/Roosevelt Ave/Jackson Heights (E/F/M/R/7)=1_ShopRite=1_Snap Fitness Ridgefield=1_Park Avenue Audio=1_West Harlem Ski Area=1_ShopRite Discount Liquors=1_LexParc=1_Rodriquez Shoes Repair=1_The Bronx Ski Area=1_Red Ball Garage=1_Rochelle Park, NJ=1_Pierpont Condo workout room=1_Flee Bee's House=1_Rainbow Ace Hardware=1_Lincoln tunnel=1_CeloCRF <3 Pam = Melanie and her toys all over the house!=1_Anita's Delicatessen=1"
Tue Sep 04 04:30:00 UTC 2012,1,4,270,250,10,Gyms or Fitness Centers=1_Professional & Other Places=1_Shops & Services=2_Arts & Entertainment=1_Outdoors & Recreation=1_Travel & Transport=5_Stadiums=1,Subway=2_Airport=2,Yankee Stadium=1_John F. Kennedy International Airport (JFK)=1_Newark International Airport Bus To Port Street=1_Newark Liberty International Airport (EWR)=1_RWJ Rahway Fitness & Wellness Center at Carteret=1_Ace Hardware=1_MTA Subway - 161st St/Yankee Stadium (4/B/D)=1_MTA Subway - Myrtle Ave (J/M/Z)=1_CBS Broadcast Center=1_Brooklyn Bridge Park (Pier 6) -The Benches=1
Tue Sep 04 05:00:00 UTC 2012,1,5,300,198,22,Airports=2_Residences=2_Food=4_Arts & Entertainment=5_Travel & Transport=8,Bowling Alley=3_Airport=3,LaGuardia Airport (LGA)=2_Electric Room=1_John F. Kennedy International Airport (JFK)=1_Dunkin' Donuts=1_MTA Subway - Broadway (N/Q)=1_Belmont Park Racetrack=1_Kings County ED=1_Wil & Donte's Apartment @ Royal Towers=1_Terminal 5=1_Jimmy's Cafe Restaurant=1_Louis Armstrong Stadium - USTA Billie Jean King National Tennis Center=1_Cosi=1_Frames Leisure Time Bowl=1_Artichoke Basille's Pizza & Bar=1_Club H Fitness=1_Millennium Hilton Hotel=1_John F. Kennedy International Airport Terminal 2=1_MTA Subway - Astor Pl (4/6)=1_Brooklyn Bowl=1_There is no place like Home!!!!=1_Harlem Lanes=1
Tue Sep 04 05:30:00 UTC 2012,1,5,330,235,31,Nightlife Spots=3_Offices=3_Gyms or Fitness Centers=3_Professional & Other Places=4_Food=3_Shops & Services=7_Travel & Transport=11,Airport=7,John F. Kennedy International Airport (JFK)=4_Credit Agricole CIB Building=2_Equinox=2_Dunkin' Donuts=2_LaGuardia Airport (LGA)=2_Wined up=1_Phillips66=1_Port Authority Bus Terminal - Martz Trailways Gates=1_MTA Subway - 18th Ave (D)=1_Journal Square PATH Station=1_NYC Office of Emergency Management (OEM)=1_Newark Liberty International Airport (EWR)=1_Terminal 5=1_150 WEA Gym=1_Muji to Go=1_New York Sports Club=1_Williamsburg Bridge=1_Planet Fitness=1_Wine:30=1_Jadis=1_S&E's Mia Casa=1_2012 US Open Tennis Championships=1_Soul Cycle=1_Cancun Mexican Restaurant=1
Tue Sep 04 06:00:00 UTC 2012,1,6,360,277,40,Airports=4_Gyms or Fitness Centers=5_Residences=3_Shops & Services=7_Food=8_Professional & Other Places=5_Outdoors & Recreation=5_Travel & Transport=12,Gym=5,"John F. Kennedy International Airport Terminal 2=2_Richie's Gym=1_Union City High School=1_MTA Subway - W 8th St/NY Aquarium (F/Q)=1_Equinox=1_East River Esplanade - E96th St=1_Newark Penn Station=1_The Gym=1_2 Gold Gym=1_MTA Subway - 80th St/Hudson St (A)=1_St. Luke's Roman Catholic Church=1_My Place  Where Dogs Rule=1_Big Six Towers building #4=1_ReachLocal NYC=1_7-Eleven=1_Chipotle Mexican Grill=1_Starbucks=1_Deauville Hotel, New York=1_Bread & Butter=1_Newark Liberty International Airport (EWR)=1_Halal Food Cart=1_The Container Store=1_Planet Fitness=1_BKN 8=1_Mad Dog & Beans=1_Little Bay Park Dog Run=1_The Lausanne Condominium=1_New York Penn Station=1_JFK Runway=1_NJ Transit Headquarters=1_The Hills  ♡=1_The Pierpont=1_Les Halles=1_LA Fitness=1_Optimo Cigar=1_LaGuardia Airport (LGA)=1_Gate A2=1_MTA Subway - Inwood/207th St (A)=1_Central Park - Conservatory Water=1"
Tue Sep 04 06:30:00 UTC 2012,1,6,390,343,34,Airports=4_Food=2_Shops & Services=5_Arts & Entertainment=2_Outdoors & Recreation=7_Travel & Transport=18,Airport=6,John F. Kennedy International Airport (JFK)=3_LaGuardia Airport (LGA)=2_MTA Subway - Parkside Ave (Q)=1_MTA Subway - 4th Ave/9th St (F/G/R)=1_Central Park Running Path=1_Wilson Ave Ski Area=1_Jacqueline Kennedy Onassis Reservoir=1_Crunch Fitness=1_JFK AirTrain - Howard Beach=1_MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)=1_Madison Square Garden=1_Grand Central Terminal=1_NJT - Bay Street Station (MOBO)=1_Renzo Gracie Academy=1_Coney Island Beach & Boardwalk=1_Equinox=1_United Airlines Flight 388=1_Mount Sinai Faculty Practice Associates=1_The Bronx Ski Area=1_Virgin America Terminal=1_Splish Splash Laundromat=1_Food Center=1_Elvis Duran & the Morning Show=1_Hudson River Park=1_Seriously? SNOW!!!=1_JFK AA terminal arrivals=1_Yogic Chai Cafe=1_Urban Outfitters=1_MTA Subway - 42nd St/Grand Central Terminal (4/5/6/7/S)=1_Newark Liberty International Airport (EWR)=1_Rt46=1
