0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
82,53,52,44,74,100,180,233,265,213,206,204,190,201,216,221,239,256,265,208,209,73,0,88
91,67,77,50,53,87,150,188,190,211,213,226,215,202,218,263,259,281,253,271,280,252,154,130
84,65,56,38,79,115,149,203,213,198,207,205,198,207,247,247,258,234,256,255,182,0,0,77
68,81,79,50,53,76,137,201,207,213,155,213,238,205,248,212,246,225,260,276,214,201,235,75
75,71,70,54,67,71,135,235,183,260,203,207,224,238,303,195,230,220,229,181,243,244,173,113
154,98,74,76,53,40,72,137,169,164,182,224,180,214,209,163,225,279,197,228,191,232,140,144
172,133,58,54,47,43,49,78,161,163,168,218,195,179,211,218,141,203,187,180,263,218,185,133
