lat,long,size
40.5024207684585,-74.2467911573912,90
40.5024207684585,-74.2408834601896,146
40.5024207684585,-74.234975763094,22
40.5024207684585,-74.2290680661573,2
40.5024207684585,-74.2231603694324,0
40.5024207684585,-74.2172526729725,0
40.5024207684585,-74.2113449768303,0
40.5024207684585,-74.205437281059,0
40.5024207684585,-74.1995295857115,0
40.5024207684585,-74.1936218908407,0
40.5024207684585,-74.1877141964996,0
40.5024207684585,-74.1818065027413,0
40.5024207684585,-74.1758988096186,0
40.5024207684585,-74.1699911171845,0
40.5024207684585,-74.1640834254921,0
40.5024207684585,-74.1581757345942,0
40.5024207684585,-74.1522680445439,0
40.5024207684585,-74.1463603553942,0
40.5024207684585,-74.1404526671979,0
40.5024207684585,-74.1345449800081,0
40.5024207684585,-74.1286372938778,0
40.5024207684585,-74.1227296088599,0
40.5024207684585,-74.1168219250074,0
40.5024207684585,-74.1109142423732,0
40.5024207684585,-74.1050065610104,0
40.5024207684585,-74.0990988809719,0
40.5024207684585,-74.0931912023106,0
40.5024207684585,-74.0872835250796,0
40.5024207684585,-74.0813758493318,0
40.5024207684585,-74.0754681751202,0
40.5024207684585,-74.0695605024978,0
40.5024207684585,-74.0636528315175,0
40.5024207684585,-74.0577451622323,0
40.5024207684585,-74.0518374946952,0
40.5024207684585,-74.0459298289591,0
40.5024207684585,-74.040022165077,0
40.5024207684585,-74.034114503102,0
40.5024207684585,-74.0282068430868,0
40.5024207684585,-74.0222991850846,0
40.5024207684585,-74.0163915291483,0
40.5024207684585,-74.0104838753308,0
40.5024207684585,-74.0045762236852,0
40.5024207684585,-73.9986685742644,0
40.5024207684585,-73.9927609271213,0
40.5024207684585,-73.986853282309,0
40.5024207684585,-73.9809456398804,0
40.5024207684585,-73.9750379998884,0
40.5024207684585,-73.9691303623861,0
40.5024207684585,-73.9632227274265,0
40.5024207684585,-73.9573150950623,0
40.5024207684585,-73.9514074653468,1
40.5024207684585,-73.9454998383327,0
40.5024207684585,-73.9395922140731,0
40.5024207684585,-73.933684592621,0
40.5024207684585,-73.9277769740293,0
40.5024207684585,-73.921869358351,0
40.5024207684585,-73.915961745639,0
40.5024207684585,-73.9100541359463,0
40.5024207684585,-73.9041465293259,0
40.5024207684585,-73.8982389258307,0
40.5024207684585,-73.8923313255138,0
40.5024207684585,-73.886423728428,0
40.5024207684585,-73.8805161346264,0
40.5024207684585,-73.8746085441619,0
40.5024207684585,-73.8687009570874,0
40.5024207684585,-73.862793373456,0
40.5024207684585,-73.8568857933205,0
40.5024207684585,-73.850978216734,0
40.5024207684585,-73.8450706437495,0
40.5024207684585,-73.8391630744198,0
40.5024207684585,-73.833255508798,0
40.5024207684585,-73.827347946937,0
40.5024207684585,-73.8214403888897,0
40.5024207684585,-73.8155328347092,0
40.5024207684585,-73.8096252844484,0
40.5024207684585,-73.8037177381603,0
40.5024207684585,-73.7978101958977,0
40.5024207684585,-73.7919026577137,0
40.5024207684585,-73.7859951236614,0
40.5024207684585,-73.7800875937934,0
40.5024207684585,-73.7741800681629,0
40.5024207684585,-73.7682725468229,0
40.5024207684585,-73.7623650298262,0
40.5024207684585,-73.7564575172259,0
40.5024207684585,-73.7505500090748,0
40.5024207684585,-73.744642505426,0
40.5024207684585,-73.7387350063324,0
40.5024207684585,-73.7328275118469,0
40.5024207684585,-73.7269200220226,0
40.5024207684585,-73.7210125369124,0
40.5024207684585,-73.7151050565692,0
40.5024207684585,-73.709197581046,0
40.5024207684585,-73.7032901103957,0
40.5024207684585,-73.6973826446713,0
40.5024207684585,-73.6914751839258,0
40.5024207684585,-73.6855677282121,0
40.5024207684585,-73.6796602775831,0
40.5069133058314,-74.2467909595184,2
40.5069133058314,-74.2408832623169,7
40.5069133058314,-74.2349755652212,8
40.5069133058314,-74.2290678682845,3
40.5069133058314,-74.2231601715597,10
40.5069133058314,-74.2172524750997,0
40.5069133058314,-74.2113447789576,0
40.5069133058314,-74.2054370831863,0
40.5069133058314,-74.1995293878387,0
40.5069133058314,-74.1936216929679,0
40.5069133058314,-74.1877139986268,0
40.5069133058314,-74.1818063048685,0
40.5069133058314,-74.1758986117458,0
40.5069133058314,-74.1699909193118,0
40.5069133058314,-74.1640832276193,0
40.5069133058314,-74.1581755367215,0
