time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues
Mon Sep 03 06:00:00 UTC 2012,0,6,360,81,13,Outdoors & Recreation=1_Travel & Transport=7_Shops & Services=1_Colleges & Universities=2_Professional & Other Places=1,Subway=3_University=2_Airport=2,Berlin Tegel Airport (TXL)=2_U-Bhf Westphalweg=1_Technische Universität=1_S+U-Bhf Frankfurter Allee=1_Freie Universität Berlin=1_Colt Technology Services Berlin=1_U-Bhf Residenzstraße=1_Tram-H U-Bhf Osloer Straße=1_Flughafen Tegel Taxistand=1_Modersohnbrücke=1_Berlin Ostbahnhof=1_Postbank Finanzcenter=1
Mon Sep 03 06:30:00 UTC 2012,0,6,390,99,13,Travel & Transport=8_Hotels=1_Offices=2_Airports=1_Food=2_Professional & Other Places=3,Airport=3_Train Station=2_Café=2_Tech Startup=2,Berlin Tegel Airport (TXL)=3_SysEleven GmbH - Hosting für Fortgeschrittene=1_Simit Evi - Café & Simit House=1_AZIMUT Hotel Berlin Kurfürstendamm=1_Helter Skelter Hostel=1_S-Bhf. Ahrensfelde - S7=1_Newsdesk=1_Oslo Kaffebar=1_Schönefeld GAT=1_S+U Friedrichstraße=1_SiteGefühl.de - TYPO3 Development=1
Mon Sep 03 07:00:00 UTC 2012,0,7,420,119,16,Outdoors & Recreation=1_Travel & Transport=5_Shops & Services=1_Medical Centers=1_Offices=1_Food=3_Professional & Other Places=7,Event Space=2_Office=2_Subway=2_Hotel=2_Dentist's Office=1_Convention Center=1_Coffee Shop=1_Café=1,IFA 2012 - Internationale Funkausstellung Berlin=2_U-Bhf Bülowstraße=1_Schlosshotel im Grunewald=1_betahaus=1_Zahnarztpraxen am Checkpoint Charlie - Dr. Christian Hohlt=1_Cafe Caramel=1_Design Hotel LINDEMANN`S=1_Volkspark Hasenheide=1_Estrel Convention Center=1_H Tram S+U Friedrichstr. M1=1_U-Bhf Schlesisches Tor=1_Hauptstadtrepräsentanz Bertelsmann AG=1_Starbucks=1_pilot Berlin=1_Kaiser's=1
Mon Sep 03 07:30:00 UTC 2012,0,7,450,114,23,Travel & Transport=6_Professional & Other Places=13,Event Space=9_Office=3_Airport=3,"IFA 2012 - Internationale Funkausstellung Berlin=5_Berlin Tegel Airport (TXL)=3_Intel Ultrabook AppLab=2_Ernst-Litfaß-Schule=1_Eurostars Berlín=1_Park Inn by Radisson Berlin Alexanderplatz=1_Vodafone @IFA 2012 Halle 18/101=1_Blumberry GmbH - Communications beyond the Expected=1_Besucherterrassen | Visitor Terrace TXL=1_SuperFit=1_Dell Technology Park @ IFA, Halle 13=1_S+U Friedrichstraße=1_protected-networks.com GmbH=1_Some IT GmbH=1_DBsystel RZ=1_Grand Hotel Esplanade Berlin=1"
Mon Sep 03 08:00:00 UTC 2012,0,8,480,142,26,Travel & Transport=5_Food=3_Offices=2_Airports=2_Professional & Other Places=16,Event Space=8_Tech Startup=2_Train Station=2_Office=2_Medical Center=2_Airport Gate=2,IFA 2012 - Internationale Funkausstellung Berlin=3_SONY @IFA 2012=2_Berlin Hauptbahnhof=2_Berlin Tegel Airport (TXL)=1_Gate A13=1_Bacca=1_Ullstein-Halle=1_Basilbox GmbH=1_Hausarztzentrum Tegel - Dr. Lekutat & Kollegen=1_Haarwerkstatt=1_Tee & Tee Lichtenrade=1_gkv informatik=1_Matt's Office=1_Siemens Technopark=1_Samsung SMART Lounge @IFA 2012=1_Zossener Brücke=1_Berlin Flughafen Tegel=1_Infernum Productions AG=1_The Barn=1_Chirurgie am Ostkreuz=1_AEG @IFA 2012=1_ICC - Internationales Congress Centrum Berlin=1
Mon Sep 03 08:30:00 UTC 2012,0,8,510,123,16,Travel & Transport=5_Clothing Stores=1_Shops & Services=1_Arts & Entertainment=2_Colleges & Universities=1_Professional & Other Places=7,Event Space=5_Train Station=3,IFA 2012 - Internationale Funkausstellung Berlin=2_Samsung SMART Lounge @IFA 2012=2_Berlin Hauptbahnhof=2_Messe Berlin=1_Telekom @IFA 2012 Halle 6.2=1_Deutsche Kinemathek - Museum für Film und Fernsehen=1_Intel Bloghütte @ IFA 2012=1_Bushaltestelle S Messe Nord / ICC=1_Berlin Tegel Airport (TXL)=1_Into Tomorrow & ITTV Studio @ IFA=1_Berlin Gesundbrunnen=1_Gaetan-Data GmbH=1_Gina Tricot=1
Mon Sep 03 09:00:00 UTC 2012,0,9,540,97,17,Travel & Transport=2_Outdoors & Recreation=1_Residences=1_Shops & Services=1_Professional & Other Places=11,Event Space=5_Building=2,"IFA 2012 - Internationale Funkausstellung Berlin=2_Telekom @IFA 2012 Halle 6.2=2_Post | Postbank=1_Metamorph Office=1_Intel Bloghütte @ IFA 2012=1_Messe Berlin=1_VESTEL @IFA 2012 Halle 8.2/101=1_Potsdamer Platz=1_Casa DAG=1_The Village Feinkost Café=1_Berlin Tegel Airport (TXL)=1_Spandau Arcaden=1_Dell Technology Park @ IFA, Halle 13=1_Thomas-Dehler-Haus=1_Margrit=1"
Mon Sep 03 09:30:00 UTC 2012,0,9,570,116,11,Travel & Transport=6_Residences=1_Arts & Entertainment=1_Food=1_Professional & Other Places=1,Airport=4_Light Rail=1_Train Station=1_Event Space=1_Art Gallery=1_Home (private)=1_Coffee Shop=1,Berlin Tegel Airport (TXL)=4_S-Bhf Charlottenburg=1_S-Bhf Berlin Schönefeld Flughafen=1_Starbucks Coffee=1_The Finsel Residence=1_iCandy Lounge/Stage @IFA 2012 Halle 7.2=1_Be3De @ IFA Berlin 2012=1_Kunstautomat=1
Mon Sep 03 10:00:00 UTC 2012,0,10,600,114,23,Government Buildings=2_Travel & Transport=3_Outdoors & Recreation=2_Food=3_Professional & Other Places=14,Event Space=5_Convention Center=2_Capitol Building=2,IFA 2012 - Internationale Funkausstellung Berlin=3_Messe Berlin=2_Raum 311 im AGH=1_Fraunhofer FOKUS @IFA 2012 Halle 11.1/10=1_Silberlöffel=1_Reichstagskuppel=1_Abgeordnetenhaus von Berlin=1_IHK Potsdam=1_Medizinisches Versorgungszentrum - Ärzteforum Seestrasse=1_Ernst-Reuter-Platz=1_Berlin Hauptbahnhof=1_Mitten im Wald=1_Pizzeria Metro=1_Berlin Tegel Airport (TXL)=1_BILD.de=1_medx GmbH=1_Berlin=1_U-Bhf Bismarckstraße=1_Philips @IFA 2012 Halle 22/101=1_Mokkabar=1
Mon Sep 03 10:30:00 UTC 2012,0,10,630,92,5,Outdoors & Recreation=1_Shops & Services=1_Medical Centers=1_Food=1_Professional & Other Places=2,Bank=1_Event Space=1_Dentist's Office=1_French Restaurant=1_Plaza=1,Commerzbank=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Zahnarztpraxis Schäfer=1_Cafe Fleury=1_Alexanderplatz=1
Mon Sep 03 11:00:00 UTC 2012,0,11,660,99,21,Travel & Transport=2_Shops & Services=2_Food=9_Professional & Other Places=7,Event Space=6_Café=2,Samsung SMART Lounge @IFA 2012=3_IFA 2012 - Internationale Funkausstellung Berlin=3_Oslo Kaffebar=1_Mirchi=1_TenStepsAhead UG=1_Hoai Nam=1_Conrad Electronic=1_Mediterraner Flair By Currymas=1_Aromas Café=1_S+U-Bhf Yorckstraße=1_Info-Café Berlin-Paris=1_Toros Pizza=1_MEININGER Hotel Berlin Mitte Humboldthaus=1_Cafe Rhino=1_Black & White=1_McFit Hohenschönhausen=1_IFA Oktoberfest=1
Mon Sep 03 11:30:00 UTC 2012,0,11,690,105,18,Government Buildings=2_Shops & Services=2_Food=7_Professional & Other Places=9,Event Space=5_Italian Restaurant=2_Monument / Landmark=2_Building=2,Brandenburger Tor=2_Block House=1_fitness & friends=1_Da Giorgio=1_Amici Amici=1_Lasan=1_Telekom @IFA 2012 Halle 6.2=1_Pizzeria Il Forno=1_Vodafone @IFA 2012 Halle 18/101=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Starbucks=1_Checkpoint Charlie=1_iCandy Lounge/Stage @IFA 2012 Halle 7.2=1_SONY @IFA 2012=1_Pure Berlin Properties=1_NP Niedrig-Preis=1_Samsung Lounge=1
Mon Sep 03 12:00:00 UTC 2012,0,12,720,90,17,Government Buildings=1_Travel & Transport=3_Nightlife Spots=2_Museums=1_Arts & Entertainment=1_Shops & Services=2_Food=3_Professional & Other Places=6,Event Space=2_Airport=2_Office=1_Convention Center=1_Subway=1_Fast Food Restaurant=1_Pizza Place=1_Government Building=1,"Berlin Tegel Airport (TXL)=2_S+U-Bhf Gesundbrunnen=1_Посольство России=1_Pizza Dach=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Bundeskanzleramt=1_Deutsches Technikmuseum=1_McDonald's=1_Keirin Cycle Culture Café=1_Zyankali Bar=1_Bateau Ivre=1_ressourcenmangel GmbH=1_Karstadt=1_Hard Rock Cafe, Berlin Germany!!=1_BEKO @IFA 2012 Halle 7.1a/101=1_ICC - Internationales Congress Centrum Berlin=1"
Mon Sep 03 12:30:00 UTC 2012,0,12,750,100,14,Government Buildings=2_Outdoors & Recreation=1_Travel & Transport=5_Arts & Entertainment=1_Shops & Services=1_Airports=1_Food=3_Professional & Other Places=5,Event Space=2_Monument / Landmark=1_General Entertainment=1_Train Station=1_Light Rail=1_Airport Terminal=1_Subway=1_Office=1,Five Elephant=1_Neue Wache=1_Abgeordnetenhaus von Berlin=1_Flughafen SXF Sperrgepäck Terminal D=1_Viacom Intl Media Networks=1_Berlin Hauptbahnhof=1_Paparazzi Restaurant=1_S7 Richtung Ahrensfelde=1_Spreeufer am Hauptbahnhof=1_SONY @IFA 2012=1_Intel @IFA 2012 Halle 23/103=1_Kaiser's=1_S+U-Bhf Potsdamer Platz=1_Margrit=1
Mon Sep 03 13:00:00 UTC 2012,0,13,780,113,17,Travel & Transport=1_Outdoors & Recreation=2_Arts & Entertainment=1_Shops & Services=2_Offices=1_Food=4_Movie Theaters=1_Professional & Other Places=7,Event Space=4_Plaza=2,ibis Hotel Berlin Messe=1_Burger Dream=1_Messe Berlin=1_Sony Center=1_Kaufhaus des Westens (KaDeWe)=1_Krasselt's Curry & Scampi=1_Prager Platz=1_Rubens Lounge=1_IFA 2012 - Internationale Funkausstellung Berlin=1_CineStar | EVENT Cinema=1_Aldi=1_Deutsche Bahn Headquarter=1_Berlin Story Verlag=1_GRUNDIG @IFA 2012 Halle 23/101=1_solutions for finance e.V.=1_Samsung Lounge=1_Philips @IFA 2012 Halle 22/101=1
Mon Sep 03 13:30:00 UTC 2012,0,13,810,88,11,Outdoors & Recreation=2_Museums=1_Arts & Entertainment=3_Food=5_Professional & Other Places=3,Convention Center=3_BBQ Joint=2,Midtown Grill=2_ICC - Internationales Congress Centrum Berlin=2_PanoramaPunkt=1_Lindenbräu=1_Legoland Discovery Center=1_Helmut Newton Stiftung=1_Pergamonmuseum=1_Kanalufer=1_LG Electronics Booth | Halle 11.2 Stand 101=1
Mon Sep 03 14:00:00 UTC 2012,0,14,840,96,5,Government Buildings=1_Residences=1_Shops & Services=1_Food=1_Professional & Other Places=2,Office=1_Monument / Landmark=1_Home (private)=1_Clothing Store=1_Deli / Bodega=1,@Jo_Hannes_Beere's Beerchenhaus=1_Brandenburger Tor=1_Deutscher Bundestag=1_Gusto=1_Primark=1
Mon Sep 03 14:30:00 UTC 2012,0,14,870,120,10,Travel & Transport=5_Nightlife Spots=1_Arts & Entertainment=3_Food=1,Train Station=3_Historic Site=2_Airport=2,Checkpoint Charlie=2_Berlin Tegel Airport (TXL)=2_Bahnhof Zoo=1_Berlin Hauptbahnhof=1_UCI Kinowelt Colosseum=1_Marina Beach Bar=1_Vapiano=1_S+U Friedrichstraße=1
Mon Sep 03 15:00:00 UTC 2012,0,15,900,112,7,Athletics & Sports=1_Outdoors & Recreation=1_Travel & Transport=3_Bus Stations=1_Shops & Services=2_Food=1_Professional & Other Places=1,Event Space=1_Mall=1_Bus Line=1_Light Rail=1_Golf Course=1_Grocery Store=1_Airport=1,Ring-Center II=1_Edeka=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Berlin Tegel Airport (TXL)=1_Albertstraße=1_S-Bhf Prenzlauer Allee=1_Golfrange Großbeeren=1
Mon Sep 03 15:30:00 UTC 2012,0,15,930,109,1,Medical Centers=1_Professional & Other Places=1,Dentist's Office=1,Zahnarztpraxis Dres. Britt Meusel und Carsten Dierig=1
Mon Sep 03 16:00:00 UTC 2012,0,16,960,139,22,Travel & Transport=7_Nightlife Spots=3_Residences=2_Shops & Services=3_Food=2_Professional & Other Places=4,Event Space=4_Airport=2_Home (private)=2_Grocery Store=2_Hotel=2,c-base=3_Berlin Tegel Airport (TXL)=2_Eurogida Wedding=2_Newton Bar=1_Cassiopeia=1_Stadion An der Alten Försterei=1_S-Bhf Nordbahnhof=1_Abion Villa Berlin=1_Hackendahl=1_Feld=1_Holmes Place Lifestyle Club=1_Hilton=1_Terminal D=1_Stan's Home=1_Ahrensfelde=1_AEG @IFA 2012=1_Scheune=1_S+U-Bhf Jannowitzbrücke=1
Mon Sep 03 16:30:00 UTC 2012,0,16,990,100,11,Travel & Transport=2_Arts & Entertainment=2_Shops & Services=3_Food=3_Colleges & Universities=1,Airport=2_Fast Food Restaurant=2_General Entertainment=2_College Academic Building=1_Electronics Store=1_Automotive Shop=1_Mall=1_Ice Cream Shop=1,Mastul=2_Saturn=1_Schönhauser Allee Arcaden=1_Berlin Tegel Airport (TXL)=1_Sprachschule GLS=1_Fish & Chips=1_McDonalds=1_Berlin-Schönefeld Airport (SXF)=1_Mövenpick Cafe=1_Mercedes-Benz Niederlassung Berlin (Salzufer)=1
Mon Sep 03 17:00:00 UTC 2012,0,17,1020,148,20,Outdoors & Recreation=4_Travel & Transport=8_Shops & Services=4_Food=2,Hotel=3_Bridge=2_Airport=2_Mall=2,Berlin Tegel Airport (TXL)=2_Terminal A=1_art'otel berlin city center west=1_Kaufhaus des Westens (KaDeWe)=1_c-base=1_BNZs Lab=1_Schlosshotel im Grunewald=1_Hotel Meliá Berlin=1_Potsdamer Platz Arkaden=1_Schönhauser Allee Arcaden=1_S-Bhf Bellevue=1_PLUS Berlin Hostel and Hotel=1_Berlin=1_Warschauer Brücke=1_do you read me? Reading Room=1_Kaiser's=1_Görlitzer Bahnhof=1_Herkulesbrücke=1_Alexanderplatz=1
Mon Sep 03 17:30:00 UTC 2012,0,17,1050,108,9,Travel & Transport=3_Outdoors & Recreation=1_Arts & Entertainment=1_Shops & Services=1_Food=4_Professional & Other Places=1,Light Rail=2_Art Gallery=1_Garden=1_Office=1_Coffee Shop=1_Sushi Restaurant=1_Asian Restaurant=1_Grocery Store=1,My Keng=1_WANTED! International=1_Lidl=1_Starbucks=1_S-Bhf Mexikoplatz=1_Comenius-Garten=1_Kühlhaus=1_Berlin-Schönefeld Airport (SXF)=1_S-Bhf Ostkreuz=1
Mon Sep 03 18:00:00 UTC 2012,0,18,1080,154,18,Outdoors & Recreation=2_Travel & Transport=6_Nightlife Spots=2_Gyms or Fitness Centers=2_Shops & Services=3_Airports=2_Food=4,Hotel=4_Airport Gate=2_German Restaurant=2,The Ritz-Carlton=2_Schwimmhalle Holzmarktstraße=1_Intersport=1_Weihenstephaner Berlin=1_Trattoria Toscana=1_Altes Zollhaus=1_Gate 02=1_The Grand=1_Holmes Place Health Club Ostkreuz=1_Der Fischladen=1_Hackescher Markt=1_FC Magnet Mitte=1_Gate 12=1_Holiday Inn Express=1_Kühlhaus=1_Grand City Hotel Berlin Mitte=1_Volkspark Humboldthain=1
Mon Sep 03 18:30:00 UTC 2012,0,18,1110,111,4,Travel & Transport=1_Outdoors & Recreation=1_Food=2,Scenic Lookout=1_Café=1_Burger Joint=1_Airport=1,Burgermeister=1_Fernsehturm | Berlin TV Tower=1_Berlin-Schönefeld Airport (SXF)=1_Café Lois=1
Mon Sep 03 19:00:00 UTC 2012,0,19,1140,132,14,Outdoors & Recreation=1_Travel & Transport=4_Residences=1_Shops & Services=1_Airports=1_Food=7,Italian Restaurant=3_Mexican Restaurant=2,Vapiano=2_Dreieck Funkturm=1_Sony Center=1_Sternwarte=1_Burgermeister=1_Terminal A=1_S+U Alexanderplatz=1_Santa Maria=1_The Ritz-Carlton=1_Cancún=1_Ristorante Sara=1_Amandara's Shop=1_Grill Melis=1
Mon Sep 03 19:30:00 UTC 2012,0,19,1170,76,3,Outdoors & Recreation=1_Travel & Transport=1_Residences=1,Bridge=1_Airport=1_Residential Building (Apartment / Condo)=1,Home=1_Berlin-Schönefeld Airport (SXF)=1_Admiralbrücke=1
Mon Sep 03 20:00:00 UTC 2012,0,20,1200,100,7,Travel & Transport=1_Outdoors & Recreation=1_Nightlife Spots=1_Residences=1_Arts & Entertainment=1_Shops & Services=1_Food=2,Neighborhood=1_Café=1_Bar=1_Home (private)=1_Grocery Store=1_Airport=1_Movie Theater=1,Edeka Markt=1_Filmtheater am Friedrichshain=1_Luise=1_Berlin Tegel Airport (TXL)=1_The Dubliner Pub=1_Neukölln=1_Saschagrafie Homebase=1
Mon Sep 03 20:30:00 UTC 2012,0,20,1230,109,7,Travel & Transport=1_Outdoors & Recreation=1_Spiritual Centers=1_Shops & Services=1_Food=3_Professional & Other Places=1,Church=1_Train Station=1_Italian Restaurant=1_Newsstand=1_Café=1_River=1_Asian Restaurant=1,Am Kraftwerk=1_Kanal=1_S+U Alexanderplatz=1_Kaiser-Wilhelm-Gedächtniskirche=1_Transit=1_Saporito=1_Unser Kiosk 24h=1
Mon Sep 03 21:00:00 UTC 2012,0,21,1260,73,2,Outdoors & Recreation=1_Travel & Transport=1,Park=1_Airport=1,Annemirl-Bauer-Platz=1_Berlin-Schönefeld Airport (SXF)=1
Mon Sep 03 21:30:00 UTC 2012,0,21,1290,0,0,"","",""
Mon Sep 03 22:00:00 UTC 2012,0,22,1320,0,0,"","",""
Mon Sep 03 22:30:00 UTC 2012,0,22,1350,0,0,"","",""
Mon Sep 03 23:00:00 UTC 2012,0,23,1380,40,2,Outdoors & Recreation=1_Travel & Transport=1,Bus Station=1_Plaza=1,Grunewaldstr.=1_Wittenbergplatz=1
Mon Sep 03 23:30:00 UTC 2012,0,23,1410,48,1,Travel & Transport=1,General Travel=1,Berlin=1
Tue Sep 04 00:00:00 UTC 2012,1,0,0,44,3,Outdoors & Recreation=1_Nightlife Spots=1_Residences=1,Nightclub=1_Park=1_Residential Building (Apartment / Condo)=1,Tresor Club=1_cyhome=1_Tiergarten=1
Tue Sep 04 00:30:00 UTC 2012,1,0,30,47,2,Outdoors & Recreation=1_Shops & Services=1_Food=1,Scenic Lookout=1_Farmers Market=1,Eurogıda Neukölln=1_Großer Stern=1
Tue Sep 04 01:00:00 UTC 2012,1,1,60,37,2,Residences=1_Food=1,Fast Food Restaurant=1_Home (private)=1,McDonald's | McCafé=1_Flauschzentrale Tiergarten=1
Tue Sep 04 01:30:00 UTC 2012,1,1,90,30,1,Outdoors & Recreation=1,Plaza=1,Barbarossaplatz=1
Tue Sep 04 02:00:00 UTC 2012,1,2,120,44,1,Residences=1,Home (private)=1,My HQ=1
Tue Sep 04 02:30:00 UTC 2012,1,2,150,33,1,Travel & Transport=1,Hotel=1,The Ritz-Carlton=1
Tue Sep 04 03:00:00 UTC 2012,1,3,180,21,1,Travel & Transport=1,Airport=1,Berlin-Schönefeld Airport (SXF)=1
Tue Sep 04 03:30:00 UTC 2012,1,3,210,29,0,"","",""
Tue Sep 04 04:00:00 UTC 2012,1,4,240,35,2,Travel & Transport=1_Offices=1_Professional & Other Places=1,Tech Startup=1_Hotel=1,d.velop Portal Systems=1_Executive Lounge at Berlin Marriott Hotel=1
Tue Sep 04 04:30:00 UTC 2012,1,4,270,18,1,Athletics & Sports=1_Outdoors & Recreation=1,Golf Course=1,Golfrange Großbeeren=1
Tue Sep 04 05:00:00 UTC 2012,1,5,300,44,10,Outdoors & Recreation=1_Travel & Transport=7_Professional & Other Places=1,Light Rail=4_Hotel=3,NH Berlin Heinrich Heine=2_S-Bhf Mexikoplatz=1_Bahnhof Berlin Südkreuz=1_LABO - Ausländerbehörde=1_Barnimer Feldmark (Wartenberg)=1_Park Plaza Wallstreet Berlin=1_S-Bhf Osdorfer Straße=1_Boschen & Oetting=1_S-Bhf Griebnitzsee=1
Tue Sep 04 05:30:00 UTC 2012,1,5,330,43,9,Travel & Transport=5_Shops & Services=2_Food=1_Professional & Other Places=1,Airport=2_Subway=1_Train Station=1_Coffee Shop=1_Light Rail=1_Building=1_Bank=1_Gym / Fitness Center=1,S-Bhf. Raoul-Wallenberg-Str. | S7=1_Kieser Training=1_Berlin Tegel Airport (TXL)=1_Starbucks=1_Landesbank Berlin AG=1_Hauptwerkstatt Schöneweide=1_Berlin-Schönefeld Airport (SXF)=1_S+U-Bhf Potsdamer Platz=1_S-Bhf Wilhelmsruh=1
Tue Sep 04 06:00:00 UTC 2012,1,6,360,69,9,Outdoors & Recreation=2_Travel & Transport=4_Offices=1_Medical Centers=1_Airports=1_Professional & Other Places=3,Train Station=2_Plaza=2_Government Building=1_Dentist's Office=1_Coworking Space=1_Airport Gate=1_Subway=1,Luna Restaurant GmbH=1_Gate A13=1_Berlin Hauptbahnhof=1_Wilhelmstraße 65 | Deutscher Bundestag=1_U-Bhf Spichernstraße=1_Südstern=1_Zahnärzte in Friedrichshain=1_S+U Friedrichstraße=1_Bersarinplatz=1
Tue Sep 04 06:30:00 UTC 2012,1,6,390,81,11,Travel & Transport=1_Residences=1_Shops & Services=2_Food=1_Colleges & Universities=2_Professional & Other Places=4,Office=3_General College & University=1_Train Station=1_Paper / Office Supplies Store=1_College Academic Building=1_Mall=1_Café=1_Building=1,S+U Alexanderplatz=1_Roseggerstr. WG=1_IHK Potsdam=1_Microsoft Regional Office Berlin=1_pantanet GmbH=1_Papier-Tiger=1_SRH=1_Oslo Kaffebar=1_Spandau Arcaden=1_Hartnackschule=1_notebooksbilliger.de AG Office Berlin=1
Tue Sep 04 07:00:00 UTC 2012,1,7,420,85,12,Travel & Transport=2_Outdoors & Recreation=1_Hotels=1_Arts & Entertainment=1_Shops & Services=2_Offices=1_Food=3_Professional & Other Places=3,Café=3_Office=1_Tech Startup=1_Automotive Shop=1_Convention Center=1_Train Station=1_Miscellaneous Shop=1_Historic Site=1,St. Oberholz=2_CVJM Berlin=1_The Berlin Wall=1_S Nöldnerplatz=1_SPD Kreisbüro Spandau=1_Messe Berlin=1_tip AUTO...TEILE=1_SysEleven GmbH - Hosting für Fortgeschrittene=1_Nollendorfplatz=1_The Circus Café=1_Fielmann=1
Tue Sep 04 07:30:00 UTC 2012,1,7,450,103,20,Travel & Transport=4_Shops & Services=3_Offices=2_Food=4_Professional & Other Places=7,Office=3_Convention Center=2_Train Station=2_Tech Startup=2,"Sexy Secret Berlin=1_6Wunderkinder=1_S+U Alexanderplatz=1_Messe Berlin=1_Technische Universität=1_Tee & Tee Lichtenrade=1_Schlosshotel im Grunewald=1_Axel-Springer Mediasales & Service GmbH=1_Berlin Hauptbahnhof=1_Siemens Technopark=1_Spandau Arcaden=1_real,-=1_Terminal D=1_m-Computers Consulting GmbH=1_Business Center | Estrel Hotel=1_Berlin=1_gangway e.v. zentrale=1_ICC - Internationales Congress Centrum Berlin=1_St. Oberholz=1_Burger King=1"
Tue Sep 04 08:00:00 UTC 2012,1,8,480,96,17,Train Stations=1_Outdoors & Recreation=1_Travel & Transport=3_Residences=1_Food=1_Offices=1_Professional & Other Places=9,Event Space=6_School=1_Platform=1_Coworking Space=1_Coffee Shop=1_Road=1_Park=1_Home (private)=1,Bertelsmann Stiftung=2_IFA 2012 - Internationale Funkausstellung Berlin=2_VESTEL @IFA 2012 Halle 8.2/101=2_Netigate=1_Kurfürstendamm=1_Ernst-Litfaß-Schule=1_Bosch @IFA 2012 Halle 3.1/101=1_Gleis 5/6 (S-Bahn)=1_Berlin Tegel Airport (TXL)=1_Starbucks=1_The Finsel Residence=1_Kreuzberg=1_Pure Berlin Properties=1_Nespresso @IFA 2012 Halle 1.1/102=1
Tue Sep 04 08:30:00 UTC 2012,1,8,510,94,13,Travel & Transport=1_Outdoors & Recreation=2_Nightlife Spots=1_College Academic Buildings=1_Shops & Services=2_Food=1_Colleges & Universities=1_Professional & Other Places=5,Event Space=3_College Technology Building=1_Scenic Lookout=1_Factory=1_Café=1_Convention Center=1_Park=1_Miscellaneous Shop=1,SONY @IFA 2012=2_Edeka=1_Runway 09R Tempelhof=1_Copystudio=1_Telefunken-Hochhaus=1_Espressobar Lalü=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Fernsehturm | Berlin TV Tower=1_medienwoche@IFA=1_Air France Salon Lounge=1_Tetra Pak Berlin=1_Club Lounge @Ritz=1
Tue Sep 04 09:00:00 UTC 2012,1,9,540,91,12,Outdoors & Recreation=1_Gyms or Fitness Centers=1_Museums=1_Shops & Services=1_Arts & Entertainment=2_Food=2_Professional & Other Places=6,Event Space=5_Fast Food Restaurant=1_Scenic Lookout=1_Donut Shop=1_Office=1_Art Gallery=1_Gym=1_History Museum=1,"IFA 2012 - Internationale Funkausstellung Berlin=2_Rückenwind=1_McDonald's=1_Dunkin' Donuts=1_Fernsehturm | Berlin TV Tower=1_VESTEL @IFA 2012 Halle 8.2/101=1_Samsung SMART Lounge @IFA 2012=1_Haus der Wannsee-Konferenz | House of the Wannsee Conference=1_Plista=1_Baustelle asisi Panorama ""Die Mauer"" - Checkpoint Charly=1_ARD @IFA Berlin=1"
Tue Sep 04 09:30:00 UTC 2012,1,9,570,120,21,Travel & Transport=5_Shops & Services=2_Arts & Entertainment=3_Food=2_Professional & Other Places=9,Event Space=6_Train Station=2_Office=2,SONY @IFA 2012=2_Samsung SMART Lounge @IFA 2012=2_Groupon=1_GIGA Redaktion=1_Bahnhof Zoo=1_Berlin Tegel Airport (TXL)=1_ECONA Internet Campus=1_China Food=1_The Berlin Wall=1_Into Tomorrow & ITTV Studio @ IFA=1_Berlin=1_S+U-Bhf Jungfernheide=1_Kl 1824 AMS=1_Rossmann=1_iCandy Lounge/Stage @IFA 2012 Halle 7.2=1_Corbusierhaus=1_AEG @IFA 2012=1_Centro Italia=1_Potsdam Hauptbahnhof=1
Tue Sep 04 10:00:00 UTC 2012,1,10,600,108,8,Shops & Services=1_Offices=1_Food=4_Professional & Other Places=4,Event Space=2_Office=1_Tech Startup=1_Vietnamese Restaurant=1_Café=1_Farmers Market=1_German Restaurant=1,Ess-Bahn=1_Wochenmarkt am Maybachufer=1_IFA 2012 - Internationale Funkausstellung Berlin=1_medx GmbH=1_The Playwright Café=1_Josetti Höfe=1_Monsieur Vuong=1_BEKO @IFA 2012 Halle 7.1a/101=1
Tue Sep 04 10:30:00 UTC 2012,1,10,630,105,14,Outdoors & Recreation=2_Travel & Transport=2_Bus Stations=1_Arts & Entertainment=1_Shops & Services=2_Food=3_Professional & Other Places=3_Colleges & Universities=1,Event Space=2_General College & University=1_Bank=1_Train Station=1_General Entertainment=1_Bus Line=1_Coffee Shop=1_Office=1,Madame Tussauds Berlin=1_Vodafone @IFA 2012 Halle 18/101=1_Metamorph Office=1_Berlin Hauptbahnhof=1_IFA 2012 - Internationale Funkausstellung Berlin=1_Starbucks=1_City Cut=1_Bully's Bakery=1_Platz der Luftbrücke=1_Berlin City Tour - Stop 'Brandenburger Tor'=1_Gaetan-Data GmbH=1_Mundvoll=1_Postbank Finanzcenter=1_Glienicker Brücke=1
