0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
38,15,5,5,12,7,12,26,37,21,32,27,38,17,11,0,52,135,65,44,57,50,49,24
17,7,2,14,6,6,14,17,34,20,57,50,61,44,43,61,112,86,125,96,82,71,31,28
27,19,1,1,4,10,20,44,54,62,64,46,55,35,0,0,46,74,74,81,89,62,71,58
17,6,5,8,9,8,9,34,39,40,41,47,42,54,38,52,100,89,60,89,92,44,59,45
31,16,9,10,3,6,15,56,52,55,53,41,31,45,58,54,52,89,79,103,82,51,77,81
41,18,10,4,4,4,6,16,32,44,41,41,36,46,45,33,59,55,51,86,88,75,55,52
32,13,20,15,2,1,5,9,32,25,23,32,61,28,87,89,88,86,89,68,86,80,57,75
