time,day,hour,minute,count,fsq_count,CategorieParents,Categories,Venues,Coord
Sun Sep 09 13:00:00 UTC 2012,6,13,780,2,1,Nightlife Spots=1,Beer Garden=1,Auer Bräu Festzelt (Herbstfest)=1,Beer Garden=47.86051963 12.12529238
Sun Sep 09 13:30:00 UTC 2012,6,13,810,2,0,"","","",""
Sun Sep 09 14:00:00 UTC 2012,6,14,840,0,0,"","","",""
Sun Sep 09 14:30:00 UTC 2012,6,14,870,4,2,Gyms or Fitness Centers=2_Shops & Services=2,Gym Pool=2,Freibad Rosenheim=2,Gym Pool=47.852415 12.136794
Sun Sep 09 15:00:00 UTC 2012,6,15,900,0,0,"","","",""
Sun Sep 09 15:30:00 UTC 2012,6,15,930,0,0,"","","",""
Sun Sep 09 16:00:00 UTC 2012,6,16,960,1,1,Arts & Entertainment=1,Theme Park=1,Herbstfest Rosenheim=1,Theme Park=47.86001828 12.12629525
Sun Sep 09 16:30:00 UTC 2012,6,16,990,1,0,"","","",""
Sun Sep 09 17:00:00 UTC 2012,6,17,1020,0,0,"","","",""
Sun Sep 09 17:30:00 UTC 2012,6,17,1050,1,0,"","","",""
Sun Sep 09 18:00:00 UTC 2012,6,18,1080,0,0,"","","",""
Sun Sep 09 18:30:00 UTC 2012,6,18,1110,0,0,"","","",""
Sun Sep 09 19:00:00 UTC 2012,6,19,1140,0,0,"","","",""
Sun Sep 09 19:30:00 UTC 2012,6,19,1170,0,0,"","","",""
Sun Sep 09 20:00:00 UTC 2012,6,20,1200,0,0,"","","",""
Sun Sep 09 20:30:00 UTC 2012,6,20,1230,2,0,"","","",""
Sun Sep 09 21:00:00 UTC 2012,6,21,1260,0,0,"","","",""
Sun Sep 09 21:30:00 UTC 2012,6,21,1290,0,0,"","","",""
Sun Sep 09 22:00:00 UTC 2012,6,22,1320,0,0,"","","",""
Sun Sep 09 22:30:00 UTC 2012,6,22,1350,0,0,"","","",""
Sun Sep 09 23:00:00 UTC 2012,6,23,1380,1,1,Nightlife Spots=1,Beer Garden=1,Herbstfest Flötzinger Festzelt=1,Beer Garden=47.85945376 12.12747959
Sun Sep 09 23:30:00 UTC 2012,6,23,1410,0,0,"","","",""
