lat,long,size
48.0483987570829,11.3871695690767,0
48.0483987570829,11.393888988635,0
48.0483987570829,11.4006084079889,0
48.0483987570829,11.4073278270361,0
48.0483987570829,11.4140472456745,0
48.0483987570829,11.4207666638018,0
48.0483987570829,11.4274860813159,0
48.0483987570829,11.4342054981145,0
48.0483987570829,11.4409249140954,0
48.0483987570829,11.4476443291564,0
48.0483987570829,11.4543637431953,0
48.0483987570829,11.4610831561099,1
48.0483987570829,11.467802567798,0
48.0483987570829,11.4745219781573,0
48.0483987570829,11.4812413870858,0
48.0483987570829,11.487960794481,0
48.0483987570829,11.4946802002409,0
48.0483987570829,11.5013996042633,0
48.0483987570829,11.5081190064458,0
48.0483987570829,11.5148384066864,1
48.0483987570829,11.5215578048828,0
48.0483987570829,11.5282772009328,1
48.0483987570829,11.5349965947342,0
48.0483987570829,11.5417159861847,0
48.0483987570829,11.5484353751823,0
48.0483987570829,11.5551547616246,0
48.0483987570829,11.5618741454094,0
48.0483987570829,11.5685935264347,0
48.0483987570829,11.575312904598,0
48.0483987570829,11.5820322797974,0
48.0483987570829,11.5887516519304,0
48.0483987570829,11.595471020895,0
48.0483987570829,11.602190386589,0
48.0483987570829,11.60890974891,0
48.0483987570829,11.615629107756,0
48.0483987570829,11.6223484630247,0
48.0483987570829,11.6290678146139,0
48.0483987570829,11.6357871624215,0
48.0483987570829,11.6425065063451,1
48.0483987570829,11.6492258462827,0
48.0483987570829,11.6559451821319,0
48.0483987570829,11.6626645137907,0
48.0483987570829,11.6693838411568,0
48.0483987570829,11.676103164128,0
48.0483987570829,11.6828224826021,0
48.0483987570829,11.6895417964769,0
48.0483987570829,11.6962611056502,0
48.0483987570829,11.7029804100199,0
48.0483987570829,11.7096997094836,0
48.0483987570829,11.7164190039393,0
48.0483987570829,11.7231382932847,0
48.0483987570829,11.7298575774177,0
48.0483987570829,11.7365768562359,0
48.0483987570829,11.7432961296373,0
48.0483987570829,11.7500153975197,0
48.0483987570829,11.7567346597808,0
48.0483987570829,11.7634539163185,0
48.052891294454,11.3871698622209,0
48.052891294454,11.3938892817791,0
48.052891294454,11.400608701133,0
48.052891294454,11.4073281201802,0
48.052891294454,11.4140475388186,0
48.052891294454,11.4207669569459,0
48.052891294454,11.42748637446,0
48.052891294454,11.4342057912586,0
48.052891294454,11.4409252072395,0
48.052891294454,11.4476446223005,0
48.052891294454,11.4543640363395,0
48.052891294454,11.4610834492541,0
48.052891294454,11.4678028609421,0
48.052891294454,11.4745222713015,0
48.052891294454,11.4812416802299,0
48.052891294454,11.4879610876252,0
48.052891294454,11.4946804933851,0
48.052891294454,11.5013998974074,0
48.052891294454,11.50811929959,0
48.052891294454,11.5148386998306,0
48.052891294454,11.5215580980269,0
48.052891294454,11.5282774940769,0
48.052891294454,11.5349968878783,0
48.052891294454,11.5417162793289,0
48.052891294454,11.5484356683264,0
48.052891294454,11.5551550547687,0
48.052891294454,11.5618744385536,0
48.052891294454,11.5685938195788,0
48.052891294454,11.5753131977422,0
48.052891294454,11.5820325729415,0
48.052891294454,11.5887519450746,0
48.052891294454,11.5954713140392,4
48.052891294454,11.6021906797331,4
48.052891294454,11.6089100420542,2
48.052891294454,11.6156294009002,0
48.052891294454,11.6223487561689,0
48.052891294454,11.6290681077581,0
48.052891294454,11.6357874555656,0
48.052891294454,11.6425067994893,0
48.052891294454,11.6492261394268,0
48.052891294454,11.6559454752761,0
48.052891294454,11.6626648069349,0
48.052891294454,11.6693841343009,0
48.052891294454,11.6761034572721,0
48.052891294454,11.6828227757462,0
48.052891294454,11.6895420896211,0
48.052891294454,11.6962613987944,0
48.052891294454,11.702980703164,0
48.052891294454,11.7097000026278,0
48.052891294454,11.7164192970835,0
48.052891294454,11.7231385864289,0
48.052891294454,11.7298578705618,0
48.052891294454,11.7365771493801,0
48.052891294454,11.7432964227815,0
48.052891294454,11.7500156906639,0
48.052891294454,11.756734952925,0
48.052891294454,11.7634542094626,0
48.0573838318252,11.3871701554368,0
48.0573838318252,11.3938895749951,0
48.0573838318252,11.400608994349,0
48.0573838318252,11.4073284133962,0
48.0573838318252,11.4140478320346,0
48.0573838318252,11.4207672501619,0
48.0573838318252,11.427486667676,0
48.0573838318252,11.4342060844746,0
48.0573838318252,11.4409255004555,0
48.0573838318252,11.4476449155165,0
48.0573838318252,11.4543643295554,0
48.0573838318252,11.46108374247,0
48.0573838318252,11.4678031541581,0
48.0573838318252,11.4745225645175,0
48.0573838318252,11.4812419734459,0
48.0573838318252,11.4879613808411,0
48.0573838318252,11.494680786601,0
48.0573838318252,11.5014001906234,0
48.0573838318252,11.5081195928059,0
48.0573838318252,11.5148389930465,12
48.0573838318252,11.5215583912429,2
48.0573838318252,11.5282777872929,0
48.0573838318252,11.5349971810943,0
48.0573838318252,11.5417165725448,0
48.0573838318252,11.5484359615424,0
48.0573838318252,11.5551553479847,0
48.0573838318252,11.5618747317695,0
48.0573838318252,11.5685941127948,0
48.0573838318252,11.5753134909581,0
48.0573838318252,11.5820328661575,0
48.0573838318252,11.5887522382905,0
48.0573838318252,11.5954716072551,0
48.0573838318252,11.6021909729491,7
48.0573838318252,11.6089103352701,11
48.0573838318252,11.6156296941161,0
48.0573838318252,11.6223490493848,0
48.0573838318252,11.629068400974,0
48.0573838318252,11.6357877487816,0
48.0573838318252,11.6425070927052,0
48.0573838318252,11.6492264326428,1
48.0573838318252,11.655945768492,0
48.0573838318252,11.6626651001508,0
