0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2,1,1,1,1,0,1,1,0,1,0,0,0,5,1,0,5,3,5,2,9,1,10,1
0,0,0,0,0,0,10,1,0,2,0,1,1,2,4,0,0,2,0,1,1,5,0,0
0,0,2,0,0,0,2,1,6,0,1,0,0,0,0,1,2,3,5,2,1,4,0,0
0,2,2,7,0,0,0,0,0,1,0,4,1,1,3,3,1,0,1,0,3,2,0,0
1,2,0,0,0,0,0,7,6,0,1,1,1,0,0,3,1,6,5,0,2,2,0,0
0,0,0,0,0,0,4,2,2,1,0,0,2,1,1,1,0,1,0,1,0,0,2,0
0,2,3,1,1,0,0,0,1,1,0,3,0,4,4,0,2,1,0,0,2,0,0,1
