time,count,fsq_count,CategorieParents,Categories
Sat Sep 08 07:00:00 UTC 2012,469,12,Professional & Other Places=3_Food=2_Shops & Services=2,Doctor's Office=1_Tourist Information Center=1_Home (private)=1
Sat Sep 08 08:00:00 UTC 2012,561,19,Shops & Services=5_Outdoors & Recreation=3_Professional & Other Places=3,Airport=2_Dentist's Office=2_Taco Place=1
Sat Sep 08 09:00:00 UTC 2012,840,42,Shops & Services=8_Outdoors & Recreation=6_Food=4,Park=4_Miscellaneous Shop=2_Gym=2
Sat Sep 08 10:00:00 UTC 2012,846,49,Shops & Services=12_Travel & Transport=8_Outdoors & Recreation=7,Airport=3_Coffee Shop=3_Breakfast Spot=3
Sat Sep 08 11:00:00 UTC 2012,1010,73,Shops & Services=12_Outdoors & Recreation=10_Travel & Transport=8,Coffee Shop=4_Café=4_New American Restaurant=4
Sat Sep 08 12:00:00 UTC 2012,1084,84,Travel & Transport=14_Arts & Entertainment=12_Shops & Services=11,Airport=6_Bar=5_Coffee Shop=4
Sat Sep 08 13:00:00 UTC 2012,1124,108,Arts & Entertainment=22_Shops & Services=17_Outdoors & Recreation=14,Coffee Shop=5_Café=4_Park=4
Sat Sep 08 14:00:00 UTC 2012,1026,82,Outdoors & Recreation=19_Shops & Services=16_Arts & Entertainment=11,Baseball Stadium=4_Plaza=3_Coffee Shop=3
Sat Sep 08 15:00:00 UTC 2012,1068,69,Shops & Services=15_Outdoors & Recreation=13_Professional & Other Places=8,Plaza=4_Event Space=4_Coffee Shop=3
Sat Sep 08 16:00:00 UTC 2012,934,67,Shops & Services=10_Nightlife Spots=10_Travel & Transport=8,Coffee Shop=3_Bar=3_Brewery=3
Sat Sep 08 17:00:00 UTC 2012,960,79,Nightlife Spots=15_Shops & Services=13_Outdoors & Recreation=12,Gay Bar=5_Bar=5_Coffee Shop=4
Sat Sep 08 18:00:00 UTC 2012,1108,78,Nightlife Spots=12_Travel & Transport=11_Shops & Services=9,Hotel=4_Harbor / Marina=4_Bar=4
Sat Sep 08 19:00:00 UTC 2012,1054,62,Arts & Entertainment=13_Nightlife Spots=12_Movie Theaters=6,American Restaurant=5_Indie Movie Theater=5_Bar=3
Sat Sep 08 20:00:00 UTC 2012,1084,65,Nightlife Spots=13_Travel & Transport=4_Outdoors & Recreation=3,Pizza Place=4_Home (private)=3_American Restaurant=3
Sat Sep 08 21:00:00 UTC 2012,812,59,Nightlife Spots=17_Travel & Transport=4_Arts & Entertainment=4,Italian Restaurant=3_Thai Restaurant=3_Pizza Place=3
Sat Sep 08 22:00:00 UTC 2012,653,58,Food=17_Arts & Entertainment=6_Travel & Transport=5,Cocktail Bar=5_Bar=5_American Restaurant=5
Sat Sep 08 23:00:00 UTC 2012,569,49,Food=12_Travel & Transport=4_Arts & Entertainment=4,Nightclub=7_Home (private)=3_Gay Bar=2
Sun Sep 09 00:00:00 UTC 2012,367,41,Residences=4_Food=4_Travel & Transport=3,Nightclub=6_Cocktail Bar=4_Lounge=3
Sun Sep 09 01:00:00 UTC 2012,295,19,Food=8_Travel & Transport=1_Hotels=1,Diner=3_Japanese Restaurant=1_Sports Bar=1
Sun Sep 09 02:00:00 UTC 2012,216,8,Residences=2_Arts & Entertainment=1_Nightlife Spots=1,Event Space=1_Korean Restaurant=1_Food=1
Sun Sep 09 03:00:00 UTC 2012,109,2,Airports=1,Airport=1
Sun Sep 09 04:00:00 UTC 2012,129,1,"",""
Sun Sep 09 05:00:00 UTC 2012,160,3,Outdoors & Recreation=1,Other Great Outdoors=1
Sun Sep 09 06:00:00 UTC 2012,293,5,Food=1_Residences=1_Professional & Other Places=1,Residential Building (Apartment / Condo)=1_Building=1_Coffee Shop=1
Sun Sep 09 07:00:00 UTC 2012,264,8,Professional & Other Places=2_Gyms or Fitness Centers=1_Athletics & Sports=1,Home (private)=1_Golf Course=1_Event Space=1
Sun Sep 09 08:00:00 UTC 2012,521,19,Travel & Transport=3_Outdoors & Recreation=2_Professional & Other Places=2,Diner=2_Airport=2_Residential Building (Apartment / Condo)=1
